MOVID,director
1502.0,Lynne Stopkewich
1503.0,Tom Schulman
1507.0,Bruce Beresford
1513.0,David Mirkin
1514.0,Kaige Chen
1515.0,Mick Jackson
1516.0,Peter Duncan
1517.0,Jay Roach
1518.0,Jonathan Mostow
1519.0,Gregor Nicholas
1526.0,Ivan Reitman
1527.0,Luc Besson
1529.0,Gregg Araki
1533.0,Jean-Pierre Dardenne
1537.0,Masayuki Suô
1541.0,Griffin Dunne
1542.0,Mark Herman
1544.0,Steven Spielberg
1545.0,Jacques Doillon
1546.0,Steven Soderbergh
1547.0,Dale Rosenbloom
1549.0,Clare Peploe
1550.0,Jonathan Lynn
1551.0,Caroline Thompson
1552.0,Simon West
1554.0,Peter Greenaway
1556.0,Jan de Bont
1562.0,Joel Schumacher
1564.0,Paul Weiland
1565.0,Jim Wilson
1566.0,Ron Clements
1569.0,P.J. Hogan
1571.0,Cédric Klapisch
1572.0,Jean-Luc Godard
1573.0,John Woo
1574.0,Eric Schaeffer
1580.0,Barry Sonnenfeld
1581.0,Martha Coolidge
1582.0,William Dear
1583.0,Michael Ritchie
1584.0,Robert Zemeckis
1585.0,Shirley Barrett
1586.0,Ridley Scott
1587.0,John Milius
1588.0,Sam Weisman
1589.0,James Mangold
1590.0,Paul W.S. Anderson
1591.0,Mark A.Z. Dippé
1592.0,Charles Martin Smith
1593.0,Glenn Gordon Caron
1594.0,Neil LaBute
1596.0,Mike Leigh
1597.0,Richard Donner
1598.0,Barbet Schroeder
1599.0,Kenneth Johnson
1600.0,Nick Cassavetes
1601.0,Bill Duke
1602.0,Andy Cadiff
1603.0,Guillermo del Toro
1604.0,Brett Ratner
1605.0,Marco Brambilla
1606.0,John Nicolella
1608.0,Wolfgang Petersen
1609.0,Kevin Reynolds
1610.0,John McTiernan
1611.0,Gus Van Sant
1612.0,Tony Vitale
1613.0,Miguel Arteta
1614.0,Frank Oz
1615.0,Lee Tamahori
1616.0,Mimi Leder
1617.0,Curtis Hanson
1619.0,Jean-Jacques Annaud
1620.0,Gary Fleder
1621.0,George Tillman Jr.
1623.0,Robert Kurtzman
1624.0,Jocelyn Moorhouse
1625.0,David Fincher
1626.0,Félix Enríquez Alcalá
1627.0,Oliver Stone
1629.0,Mark Joffe
1631.0,Christian Duguay
1633.0,Victor Nunez
1635.0,Ang Lee
1639.0,Kevin Smith
1641.0,Peter Cattaneo
1642.0,Nancy Meckler
1643.0,John Madden
1644.0,Jim Gillespie
1645.0,Taylor Hackford
1646.0,Stuart Gillard
1647.0,Andy Wilson
1648.0,Mark Waters
1649.0,Errol Morris
1650.0,Agnieszka Holland
1652.0,Jim Jarmusch
1653.0,Andrew Niccol
1654.0,Charles Sturridge
1655.0,Joe Chappelle
1656.0,Beeban Kidron
1658.0,Danny Boyle
1659.0,Morgan J. Freeman
1660.0,Kasi Lemmons
1661.0,Jeb Stuart
1662.0,Jim Kouf
1663.0,Ivan Reitman
1665.0,Mel Smith
1667.0,Costa-Gavras
1670.0,Michael Winterbottom
1671.0,Jonas Pate
1672.0,Francis Ford Coppola
1673.0,Paul Thomas Anderson
1674.0,Peter Weir
1675.0,John Badham
1676.0,Paul Verhoeven
1677.0,Sidney Lumet
1678.0,Wayne Wang
1679.0,Alex Zamm
1680.0,Peter Howitt
1681.0,John R. Leonetti
1682.0,Peter Weir
1683.0,Iain Softley
1684.0,Marleen Gorris
1685.0,Billy Hopkins
1686.0,Jon Avnet
1687.0,Michael Caton-Jones
1688.0,Don Bluth
1689.0,Jon Amiel
1690.0,Jean-Pierre Jeunet
1693.0,Steven Spielberg
1694.0,Robert Duvall
1695.0,Agnès Merlet
1696.0,Sean Mathias
1699.0,Neil Jordan
1701.0,Woody Allen
1702.0,Les Mayfield
1703.0,Bryan Spicer
1704.0,Gus Van Sant
1707.0,Raja Gosnell
1711.0,Clint Eastwood
1713.0,Gore Verbinski
1717.0,Wes Craven
1718.0,Rodney Gibbons
1719.0,Atom Egoyan
1721.0,James Cameron
1722.0,Roger Spottiswoode
1726.0,Kevin Costner
1727.0,Robert Redford
1729.0,Quentin Tarantino
1730.0,Martin Scorsese
1731.0,Stanley Tong
1732.0,Joel Coen
1733.0,Alan Rudolph
1734.0,Alain Berliner
1735.0,Alfonso Cuarón
1739.0,Sean McNamara
1746.0,Penelope Spheeris
1747.0,Barry Levinson
1748.0,Alex Proyas
1752.0,Mikael Salomon
1753.0,Tamra Davis
1754.0,Gregory Hoblit
1755.0,Stefan Schwartz
1757.0,Kar-Wai Wong
1759.0,Bruno Barreto
1760.0,Bob Spiers
1762.0,Stephen Sommers
1767.0,Charlie Peters
1769.0,Antoine Fuqua
1770.0,Michael Radford
1771.0,Mark Pavia
1772.0,John Landis
1777.0,Frank Coraci
1779.0,Barry Levinson
1783.0,Volker Schlöndorff
1784.0,James L. Brooks
1785.0,Abel Ferrara
1791.0,Robert Benton
1792.0,Stuart Baird
1793.0,Stephan Elliott
1794.0,Richard Kwietniowski
1797.0,David Breashears
1798.0,Jonathan Darby
1799.0,Peter O'Fallon
1801.0,Randall Wallace
1804.0,Richard Linklater
1805.0,John McNaughton
1806.0,John Roberts
1807.0,John N. Smith
1809.0,Takeshi Kitano
1810.0,Mike Nichols
1812.0,M. Night Shyamalan
1816.0,James Toback
1821.0,Nicholas Hytner
1824.0,Stephen Gyllenhaal
1825.0,Ice Cube
1826.0,Steve Gomer
1827.0,Michael Moore
1829.0,Wayne Wang
1831.0,Stephen Hopkins
1833.0,Harold Becker
1834.0,David Mamet
1835.0,Brad Silberling
1836.0,Whit Stillman
1837.0,Howard Deutch
1839.0,Michael Lehmann
1840.0,Spike Lee
1841.0,Robert Altman
1844.0,Pedro Almodóvar
1845.0,Jake Kasdan
1848.0,Peter Hewitt
1855.0,Todd Holland
1856.0,Nick Broomfield
1857.0,Tom DiCillo
1858.0,Sammo Kam-Bo Hung
1859.0,Abbas Kiarostami
1860.0,Mike van Diem
1862.0,Peter Medak
1863.0,John Warren
1866.0,Kirk Wong
1867.0,Carl Schenkel
1870.0,Tim McCanlies
1873.0,Bille August
1875.0,Jill Sprecher
1876.0,Mimi Leder
1881.0,Frederik Du Chau
1882.0,Roland Emmerich
1883.0,Warren Beatty
1884.0,Terry Gilliam
1885.0,Don Roos
1887.0,Christopher Guest
1888.0,Forest Whitaker
1889.0,Erik Skjoldbjærg
1891.0,Scott Reynolds
1892.0,Andrew Davis
1893.0,Caroline Link
1894.0,Ivan Reitman
1895.0,Harry Elfont
1897.0,Lisa Cholodenko
1900.0,Majid Majidi
1902.0,Tiffanie DeBartolo
1904.0,Hal Hartley
1906.0,Noah Baumbach
1907.0,Tony Bancroft
1909.0,Rob Bowman
1910.0,Paddy Breathnach
1911.0,Betty Thomas
1912.0,Steven Soderbergh
1913.0,Peter Weir
1914.0,Chris Eyre
1916.0,Vincent Gallo
1917.0,Michael Bay
1918.0,Richard Donner
1919.0,Daisy von Scherler Mayer
1920.0,Joe Dante
1921.0,Darren Aronofsky
1922.0,Susan Skoog
1923.0,Bobby Farrelly
1924.0,Edward D. Wood Jr.
1926.0,Harry Beaumont
1927.0,Lewis Milestone
1928.0,Wesley Ruggles
1929.0,Edmund Goulding
1931.0,Frank Lloyd
1932.0,Robert Z. Leonard
1933.0,William Dieterle
1934.0,Frank Capra
1936.0,William Wyler
1937.0,Leo McCarey
1938.0,Billy Wilder
1939.0,William Wyler
1940.0,Elia Kazan
1941.0,Laurence Olivier
1942.0,Robert Rossen
1944.0,Fred Zinnemann
1945.0,Elia Kazan
1946.0,Delbert Mann
1947.0,Jerome Robbins
1948.0,Tony Richardson
1949.0,Fred Zinnemann
1950.0,Norman Jewison
1951.0,Carol Reed
1952.0,John Schlesinger
1953.0,William Friedkin
1954.0,John G. Avildsen
1955.0,Robert Benton
1956.0,Robert Redford
1957.0,Hugh Hudson
1958.0,James L. Brooks
1959.0,Sydney Pollack
1960.0,Bernardo Bertolucci
1961.0,Barry Levinson
1962.0,Bruce Beresford
1963.0,Woody Allen
1964.0,Alan J. Pakula
1965.0,Alex Cox
1966.0,Whit Stillman
1967.0,Jim Henson
1968.0,John Hughes
1969.0,Jack Sholder
1970.0,Chuck Russell
1971.0,Renny Harlin
1972.0,Stephen Hopkins
1973.0,Rachel Talalay
1974.0,Sean S. Cunningham
1975.0,Steve Miner
1976.0,Steve Miner
1977.0,Joseph Zito
1978.0,Danny Steinmann
1979.0,Tom McLoughlin
1980.0,John Carl Buechler
1981.0,Rob Hedden
1982.0,John Carpenter
1983.0,Rick Rosenthal
1984.0,Tommy Lee Wallace
1985.0,Dwight H. Little
1986.0,Dominique Othenin-Girard
1987.0,Paul Lynch
