MOVID,director
62836.0,J. Michael Straczynski
62849.0,Guy Ritchie
62956.0,Dwayne Carey-Hill
62999.0,Eric Darnell
63033.0,Fernando Meirelles
63062.0,Clint Eastwood
63072.0,John Hillcoat
63082.0,Danny Boyle
63113.0,Marc Forster
63131.0,David Wain
63179.0,Leos Carax
63222.0,Mabrouk El Mechri
63239.0,Robert Iscove
63276.0,Takashi Miike
63312.0,Marco Kreuzpaintner
63393.0,Matthew Diamond
63436.0,David Hackl
63479.0,Sean Anders
63515.0,Pavel Lungin
63540.0,Raja Gosnell
63768.0,Seijun Suzuki
63808.0,Laurent Cantet
63826.0,Toby Wilkins
63853.0,Baz Luhrmann
63859.0,Byron Howard
63876.0,Gus Van Sant
63992.0,Catherine Hardwicke
64010.0,Tom Shankland
64030.0,Olivier Megaton
64032.0,Seth Gordon
64034.0,Mark Herman
64114.0,Alex Kendrick
64116.0,Tony Leondis
64197.0,Steve McQueen
64231.0,Lexi Alexander
64249.0,Gary Trousdale
64278.0,Sophie Fiennes
64285.0,Nick Park
64497.0,Scott Derrickson
64499.0,Steven Soderbergh
64501.0,Steven Soderbergh
64575.0,John Patrick Shanley
64614.0,Clint Eastwood
64620.0,Ron Howard
64622.0,Stephen Daldry
64695.0,Masahiro Andô
64716.0,Gabriele Muccino
64839.0,Darren Aronofsky
64957.0,David Fincher
64969.0,Peyton Reed
64983.0,Bryan Singer
64993.0,Makoto Shinkai
64997.0,David Michael Latt
65037.0,Nic Balthazar
65088.0,Adam Shankman
65126.0,Clark Gregg
65130.0,Sam Mendes
65133.0,Paul Weiland
65135.0,Richard Boden
65188.0,Kurt Kuenne
65193.0,Nick Moore
65216.0,Edward Zwick
65225.0,Peter Joseph
65230.0,David Frankel
65261.0,Hayao Miyazaki
65350.0,Lewis Milestone
65514.0,Wilson Yip
65577.0,Sam Fell
65585.0,Gary Winick
65588.0,Matt Vancil
65596.0,Jean-François Richet
65601.0,Patrick Lussier
65631.0,Stuart Townsend
65642.0,Nacho Vigalondo
65651.0,Pitof
65682.0,Patrick Tatopoulos
65685.0,Iain Softley
65738.0,Roland Mesa
65740.0,Steve Zacharias
65802.0,Steve Carr
65810.0,George Tillman Jr.
65882.0,Charles Guard
65982.0,Howard McCain
66090.0,James Watkins
66097.0,Henry Selick
66171.0,Paul McGuigan
66198.0,Tom Tykwer
66203.0,Ken Kwapis
66240.0,Stephen Herek
66297.0,Peter Avanzino
66310.0,Xavier Gens
