MOVID,director
5669.0,Michael Moore
5670.0,Christian Charles
5672.0,Kunihiko Yuyama
5673.0,Paul Thomas Anderson
5675.0,Guy Ritchie
5678.0,Ronny Yu
5679.0,Gore Verbinski
5680.0,Paul Schrader
5682.0,Tim Blake Nelson
5684.0,Godfrey Reggio
5685.0,Patricia Cardoso
5688.0,Hilary Birmingham
5689.0,Robert Benton
5690.0,Isao Takahata
5693.0,John Badham
5694.0,Sylvester Stallone
5696.0,James Bridges
5699.0,William Wiard
5700.0,Alberto De Martino
5704.0,Greydon Clark
5706.0,Robert Aldrich
5707.0,Sydney Pollack
5710.0,Steno
5712.0,Brian De Palma
5720.0,Sergio Corbucci
5721.0,Jeremy Kagan
5723.0,Michael Apted
5733.0,Peter Yates
5735.0,John Alan Schwartz
5736.0,John Alan Schwartz
5741.0,François Truffaut
5742.0,Ronald Neame
5745.0,Alan Alda
5746.0,Bruce D. Clark
5747.0,Peter Weir
5749.0,John Irvin
5752.0,Bill Forsyth
5755.0,J. Lee Thompson
5764.0,Michael Crichton
5767.0,Stanislaw Bareja
5768.0,Ken Shapiro
5771.0,George Mihalka
5772.0,Louis Malle
5773.0,John G. Avildsen
5779.0,James Cameron
5780.0,John Waters
5782.0,Georges Lautner
5784.0,Steve Beck
5785.0,Jeff Tremaine
5786.0,Charles Stone III
5787.0,Jonathan Demme
5788.0,Mike Leigh
5791.0,Julie Taymor
5792.0,Dylan Kidd
5796.0,Val Guest
5797.0,Neil Jordan
5799.0,Otto Preminger
5801.0,Norman Jewison
5802.0,George Roy Hill
5803.0,Betty Thomas
5804.0,Michael Lembeck
5809.0,Brian De Palma
5810.0,Curtis Hanson
5812.0,Todd Haynes
5816.0,Chris Columbus
5817.0,Atom Egoyan
5818.0,Carlos Carrera
5820.0,Paul Justman
5826.0,John Ford
5828.0,Steven Vidler
5829.0,Paul Gross
5833.0,Neil Marshall
5836.0,Melville Shavelson
5838.0,Claude Chabrol
5839.0,Yves Robert
5840.0,Yves Robert
5841.0,William A. Graham
5843.0,Daniel Petrie Jr.
5847.0,Milos Forman
5849.0,Massimo Troisi
5853.0,David Cronenberg
5856.0,Emir Kusturica
5863.0,Gus Trikonis
5867.0,Michael Mann
5872.0,Lee Tamahori
5873.0,Michael Hoffman
5874.0,Marcus Raboy
5875.0,Rebecca Miller
5876.0,Phillip Noyce
5878.0,Pedro Almodóvar
5879.0,Seth Kearsley
5880.0,Christian Duguay
5881.0,Steven Soderbergh
5882.0,Ron Clements
5883.0,Robert Harmon
5884.0,Dan Hoskins
5888.0,Aleksey Balabanov
5889.0,Eldar Ryazanov
5890.0,Petter Næss
5891.0,Meir Zarchi
5893.0,John Dahl
5896.0,Allan Moyle
5899.0,Cy Endfield
5900.0,Harold Ramis
5901.0,Franc. Reyes
5902.0,Spike Jonze
5903.0,Kurt Wimmer
5909.0,Takashi Miike
5912.0,Juliusz Machulski
5915.0,John Huston
5919.0,Aaron Lipstadt
5922.0,Franco Castellano
5925.0,Philippe Mora
5927.0,Colin Higgins
5929.0,Claude Pinoteau
5932.0,Les Blank
5938.0,Sidney Lumet
5941.0,Charles Stone III
5942.0,Tom Brady
5943.0,Wayne Wang
5944.0,Stuart Baird
5945.0,Alexander Payne
5947.0,Bruce Beresford
5949.0,Juan Carlos Fresnadillo
5951.0,Lynne Ramsay
5952.0,Peter Jackson
5953.0,Wen Jiang
5954.0,Spike Lee
5955.0,Denzel Washington
5956.0,Martin Scorsese
5957.0,Marc Lawrence
5959.0,Joe Carnahan
5961.0,Kathryn Bigelow
5962.0,Uli Edel
5963.0,William Wyler
5965.0,Ridley Scott
5968.0,George Armitage
5969.0,Howard Zieff
5970.0,Howard Zieff
5971.0,Hayao Miyazaki
5974.0,Ludwig Berger
5975.0,King Vidor
5979.0,Roger Corman
5980.0,Bob Clark
5984.0,Just Jaeckin
5986.0,John Huston
5988.0,Thomas Michael Donnelly
5989.0,Steven Spielberg
5990.0,Roberto Benigni
5991.0,Rob Marshall
5992.0,Stephen Daldry
5993.0,Menno Meyjes
5994.0,Douglas McGrath
5995.0,Roman Polanski
5999.0,Michael Coldewey
6001.0,Martin Scorsese
6002.0,Todd Louiso
6003.0,George Clooney
6005.0,C.B. Harding
6006.0,Shawn Levy
6009.0,Takashi Miike
6012.0,Chris Koch
6013.0,David McNally
6014.0,Dennis Dugan
6016.0,Fernando Meirelles
6020.0,George Stevens
6021.0,Wim Wenders
6022.0,Edward James Olmos
6023.0,Jean-Luc Godard
6025.0,Tamra Davis
6027.0,Nancy Savoca
6030.0,Norman Taurog
6031.0,Douglas Sirk
6033.0,Jonathan Wacks
6035.0,Julien Duvivier
6036.0,David Greenwalt
6039.0,Gene Wilder
6040.0,Jonathan Liebesman
6041.0,Costa-Gavras
6042.0,André Heller
6044.0,Nico Mastorakis
6049.0,John Madden
6051.0,Perry Henzell
6055.0,Leon Ichaso
6057.0,Reggie Rock Bythewood
6058.0,David R. Ellis
6059.0,Roger Donaldson
6060.0,Daisy von Scherler Mayer
6062.0,Keith Fulton
6063.0,Lucky McKee
6064.0,Mark Robson
6067.0,Thaddeus O'Sullivan
6070.0,Ryû Murakami
6078.0,Clint Eastwood
6086.0,Richard T. Heffron
6090.0,Robert Mulligan
6093.0,Jules Bass
6095.0,Jackie Chan
6100.0,Woody Allen
6101.0,Costa-Gavras
6104.0,Terry Hughes
6107.0,Paolo Taviani
6111.0,Stuart Gillard
6116.0,Ken Annakin
6119.0,Jean-Marie Poiré
6122.0,Joe Layton
6123.0,Chris Marker
6124.0,Pierre De Moro
6125.0,Roger Graef
6140.0,Dario Argento
6141.0,Elliott Hong
6143.0,Blake Edwards
6145.0,Piers Haggard
6148.0,Samuel Fuller
6153.0,Robert J. Rosenthal
6155.0,Donald Petrie
6156.0,David Dobkin
6157.0,Mark Steven Johnson
6158.0,Steve Trenbirth
6159.0,David Gordon Green
6162.0,Gus Van Sant
6163.0,Laetitia Colombani
6166.0,Nick Castle
6169.0,Robert Dalva
6170.0,Carroll Ballard
6178.0,Guy Green
6181.0,John Huston
6182.0,Norman Jewison
6183.0,Michael Gordon
6184.0,Nicolas Roeg
6185.0,Ron Shelton
6186.0,Ron Maxwell
6187.0,Alan Parker
6188.0,Todd Phillips
6192.0,Susanne Bier
6193.0,Mars Callahan
6195.0,Mark Moskowitz
6196.0,Andrzej Bartkowiak
6197.0,David Cronenberg
6201.0,Trevor Nunn
6202.0,Dover Koshashvili
6203.0,Mel Brooks
6204.0,Robert Townsend
6210.0,Tae-gyun Kim
6212.0,Adam Shankman
6213.0,Antoine Fuqua
6214.0,Gaspar Noé
6215.0,Lisa Cholodenko
6216.0,Caroline Link
6217.0,Rose Troche
6218.0,Gurinder Chadha
6219.0,William Friedkin
6220.0,Glen Morgan
6222.0,Erik Skjoldbjærg
6223.0,Jonas Åkerlund
6225.0,Nicholas Ray
6228.0,George Stevens
6232.0,James Hill
6234.0,Sidney Lumet
6235.0,Agnieszka Holland
6237.0,Anthony Mann
6238.0,Peter Weir
6239.0,Henry Levin
6241.0,Éric Rohmer
6242.0,Hideo Nakata
6244.0,Mira Nair
6245.0,Bob Fosse
6246.0,Robert M. Young
6249.0,Mort Nathan
6250.0,Lawrence Kasdan
6251.0,Francis Glebas
6252.0,Bruno Barreto
6254.0,Leo McCarey
6263.0,John McTiernan
6264.0,Jon Amiel
6265.0,Chris Rock
6266.0,Dennie Gordon
