MOVID,director
97921.0,David O. Russell
97923.0,Robert Zemeckis
97936.0,Joe Wright
97938.0,Ang Lee
97950.0,RZA
97988.0,Barry Levinson
98061.0,Sion Sono
98083.0,Jeff Tremaine
98122.0,Lisanne Pajot
98124.0,Jay Oliva
98154.0,Steven Spielberg
98160.0,Todd Rohal
98175.0,Amy Heckerling
98203.0,Bill Condon
98230.0,Jamie Linden
98239.0,Dan Bradley
98243.0,Peter Ramsey
98279.0,Crispian Mills
98296.0,Stefan Ruzowitzky
98361.0,Neil Jordan
98491.0,John Kahrs
98499.0,Jackie Chan
98503.0,Chi-Hwa Chen
98585.0,Sacha Gervasi
98604.0,Gorô Miyazaki
98607.0,Takeshi Koike
98623.0,Sammo Kam-Bo Hung
98633.0,Sammo Kam-Bo Hung
98697.0,Claude Lelouch
98799.0,Bill Jones
98809.0,Peter Jackson
98836.0,Roger Michell
98908.0,Scott Culver
98961.0,Kathryn Bigelow
99005.0,David Barrett
99007.0,Jonathan Levine
99030.0,Quentin Dupieux
99087.0,Gabriele Muccino
99106.0,Anne Fletcher
99112.0,Christopher McQuarrie
99114.0,Quentin Tarantino
99117.0,Judd Apatow
99122.0,Dirk Campbell
99130.0,Norman Apstein
99145.0,J.A. Bayona
99149.0,Tom Hooper
99191.0,Matt Cooper
99415.0,Andy Fickman
99437.0,Don Coscarelli
99574.0,Gus Van Sant
99636.0,Gauri Shinde
99638.0,Yoshihiro Nakamura
99721.0,John Luessenhop
99728.0,Ruben Fleischer
99750.0,Ariel Vromen
99764.0,Don Hertzfeldt
99813.0,Jay Oliva
99846.0,Stevan Riley
99853.0,Madeleine Olnek
99910.0,Jee-woon Kim
99917.0,Shane Carruth
99992.0,James Marsh
100068.0,Daniel Cohen
100083.0,Elizabeth Banks
100106.0,Sophie Fiennes
100159.0,Ben Wheatley
100163.0,Tommy Wirkola
100194.0,Jay Karas
100226.0,Phil Dorling
100277.0,Miguel Gomes
100302.0,Juan Solanas
100304.0,Craig Viveiros
100306.0,Gerald Kargl
100326.0,Fisher Stevens
100383.0,Steven Soderbergh
100390.0,Seth Gordon
100397.0,Kaare Andrews
100487.0,Richard LaGravenese
100498.0,John Moore
100507.0,Jon Lucas
100527.0,Lasse Hallström
100556.0,Joshua Oppenheimer
100579.0,John Hyams
100611.0,Cal Brunker
100714.0,Richard Linklater
100737.0,Ric Roman Waugh
100810.0,Scott Stewart
100843.0,Jan-Ole Gerster
100882.0,Stephen Chow
100906.0,William Lustig
101025.0,Bryan Singer
101070.0,Haifaa Al-Mansour
101072.0,Andreas Prochaska
101074.0,Clyde Geronimi
101076.0,Jon M. Chu
101088.0,Park Chan-Wook
101112.0,Sam Raimi
101142.0,Kirk DeMicco
101283.0,Don Scardino
101360.0,Brad Anderson
101362.0,Antoine Fuqua
101415.0,Jonathan Kasdan
101525.0,Derek Cianfrance
101529.0,Ramaa Mosley
101531.0,David Mamet
101577.0,Andrew Niccol
101612.0,Paul Weitz
101739.0,Fede Alvarez
101741.0,Danny Boyle
101765.0,Pascal Chaumeil
101864.0,Joseph Kosinski
101884.0,John Stockwell
101895.0,Brian Helgeland
101962.0,Mamoru Hosoda
101973.0,Henry Alex Rubin
102007.0,Patrick Archibald
102025.0,Ki-duk Kim
102033.0,Michael Bay
102058.0,Sam Liu
102066.0,Justin Benson
102070.0,Jon Wright
102084.0,Lauren Montgomery
102088.0,Kar-Wai Wong
102123.0,Evan Goldberg
102125.0,Shane Black
102165.0,Craig Zisk
102194.0,Jeff Nichols
102217.0,Chris Bould
102278.0,David A. Armstrong
102338.0,Cheh Chang
102378.0,Aram Rappaport
102407.0,Baz Luhrmann
102445.0,J.J. Abrams
102481.0,Shawn Levy
102590.0,Luke Meyer
102602.0,Georgiy Daneliya
102666.0,Leonid Gaidai
102684.0,Nicolas Winding Refn
102686.0,Todd Phillips
102716.0,Justin Lin
102720.0,Chris Wedge
102735.0,Rod Holcomb
102742.0,Bing Wang
102747.0,Charles Chaplin
102749.0,Ivan Nagy
102760.0,Ben Wheatley
102800.0,Noah Baumbach
102802.0,Rob Zombie
102819.0,Steven Soderbergh
102823.0,Jonas Mekas
102852.0,Terry Dougas
102880.0,M. Night Shyamalan
102903.0,Louis Leterrier
102984.0,Daniel Krige
102993.0,Nat Faxon
103027.0,Joss Whedon
103042.0,Zack Snyder
103048.0,Jordan Vogt-Roberts
103075.0,James DeMonaco
103085.0,Paul Middleditch
103107.0,Morgan Neville
103137.0,Sofia Coppola
103141.0,Dan Scanlon
103171.0,Matthias Schweighöfer
103210.0,Kazuya Murata
103219.0,Franck Khalfoun
103221.0,Peter Templeman
103228.0,Guillermo del Toro
103233.0,Jon Burton
103235.0,Giuseppe Tornatore
103245.0,Jeff Kanew
103249.0,Marc Forster
103253.0,Neill Blomkamp
103335.0,Pierre Coffin
103339.0,Roland Emmerich
103341.0,Edgar Wright
103366.0,Steven Knight
103372.0,Paul Feig
103384.0,Gore Verbinski
103449.0,Brian De Palma
103483.0,Simon Barrett
103502.0,Jesse Lawrence
103539.0,James Ponsoldt
103543.0,Liz W. Garcia
103596.0,Anthony C. Ferrante
103602.0,Jay Chapman
103606.0,Josh Boone
103609.0,Randall Miller
103624.0,Ryan Coogler
103655.0,Robert Schwentke
103685.0,Ben Wheatley
103688.0,James Wan
103755.0,David Soren
103772.0,James Mangold
103801.0,Joe Swanberg
103810.0,Dean Parisot
103819.0,Brad Copeland
103865.0,Chadd Harbold
103883.0,Baltasar Kormákur
103980.0,Woody Allen
103984.0,Paolo Sorrentino
104017.0,T. Fikret Uçak
104069.0,Louis C.K.
104074.0,Thor Freudenthal
104076.0,Raja Gosnell
104078.0,Declan Lowney
104129.0,Keanu Reeves
104141.0,Jennifer Graves
104211.0,Rawson Marshall Thurber
104218.0,Dennis Dugan
104241.0,Jeff Wadlow
104243.0,David Twohy
104245.0,Klay Hall
104272.0,Gabriela Cowperthwaite
104283.0,Hayao Miyazaki
104303.0,Joshua Michael Stern
104337.0,Lee Daniels
104339.0,Lake Bell
104374.0,Richard Curtis
104419.0,Sam Liu
104457.0,Adam Wingard
104644.0,Jordan Brady
104760.0,Courtney Solomon
104780.0,Roman Kachanov
104837.0,Gordon Hessler
104841.0,Alfonso Cuarón
104863.0,Michael Dowse
104875.0,John Mitchell
104879.0,Denis Villeneuve
104906.0,Jerusha Hess
104908.0,James Wan
104913.0,Ron Howard
104925.0,Luc Besson
104944.0,Destin Daniel Cretton
105020.0,Lewis Teague
105037.0,Maggie Carey
105121.0,Ruba Nadda
105197.0,Alexander Payne
105211.0,Nicole Holofcener
105213.0,Joseph Gordon-Levitt
105246.0,Michel Gondry
105254.0,Sebastián Silva
105325.0,Jacob Vaughan
105351.0,Brad Furman
105355.0,Abdellatif Kechiche
105468.0,Cody Cameron
105504.0,Paul Greengrass
105540.0,Paul Sabella
105585.0,Robert Rodriguez
105593.0,Jon S. Baird
105653.0,Mikael Håfström
105720.0,Louis Malle
105731.0,Kimberly Peirce
105746.0,Brian Spitz
105755.0,Ridley Scott
105801.0,Randy Moore
105835.0,Richard Ayoade
105844.0,Steve McQueen
105954.0,J.C. Chandor
106002.0,Gavin Hood
106062.0,Jeff Tremaine
106072.0,Alan Taylor
106100.0,Jean-Marc Vallée
106144.0,Clio Barnard
106330.0,Jon Turteltaub
106438.0,Stephen Frears
106441.0,Brian Percival
106487.0,Francis Lawrence
106489.0,Peter Jackson
106491.0,Carl Rinsch
106540.0,Ken Scott
106542.0,Fredrik Bond
106594.0,Alex Karpovsky
106642.0,Nick Hurran
106648.0,Sion Sono
106696.0,Chris Buck
106766.0,Ethan Coen
106782.0,Martin Scorsese
106785.0,Gary Fleder
106839.0,Justin Chadwick
106873.0,Mahiro Maeda
106883.0,Phil Morrison
106889.0,Teller
106916.0,David O. Russell
106918.0,Ben Stiller
106920.0,Spike Jonze
106927.0,Noboru Iguchi
107013.0,Moira Armstrong
107069.0,Peter Berg
107141.0,John Lee Hancock
107159.0,Kazuo Ikehiro
107314.0,Spike Lee
107338.0,Ed Herzog
107348.0,Adam McKay
107406.0,Bong Joon Ho
107408.0,Leonid Bykov
107412.0,Leonid Gaidai
107436.0,Vincenzo Natali
107447.0,Quentin Dupieux
107449.0,Kirk R. Thatcher
107462.0,Isaac Florentine
107565.0,Bora Dagtekin
107630.0,John Stalberg Jr.
107702.0,Peter Segal
107723.0,Yoshiaki Kawajiri
107771.0,Jim Jarmusch
107780.0,David Mallet
107846.0,Charles Correll
107945.0,Suri Krishnamma
107951.0,Reshef Levi
107953.0,Masahiro Hosoda
107962.0,Mikael Salomon
107997.0,Jim Mickle
107999.0,Mitsuo Hashimoto
108078.0,Cédric Klapisch
108090.0,Shigeyasu Yamauchi
108156.0,Tim Story
108188.0,Kenneth Branagh
108190.0,Neil Burger
108192.0,Wes Anderson
108540.0,Stéphane Aubier
108601.0,Ben Nott
108689.0,Stuart Beattie
108715.0,Geoff Moore
108727.0,Lars von Trier
108729.0,Denis Villeneuve
108795.0,Lauren Montgomery
108928.0,George Clooney
108932.0,Christopher Miller
108945.0,José Padilha
108949.0,Jonathan Sobol
108981.0,Lars von Trier
109042.0,Joe Lynch
109161.0,Roman Polanski
109183.0,Chris Nelson
109187.0,Terry Gilliam
109191.0,Akiva Goldsman
109241.0,David Charhon
109282.0,Brett Whitcomb
109295.0,Tze Chun
109313.0,Merzak Allouache
109317.0,Rob Pearlstein
109372.0,Steve Pink
109374.0,Wes Anderson
109383.0,Terence Nance
109416.0,Bille Woodruff
109483.0,Tom Gormican
109487.0,Christopher Nolan
109569.0,McG
109576.0,Rob Meltzer
109578.0,Jaume Collet-Serra
109596.0,Ignacio Ferreras
109633.0,Makoto Shinkai
109673.0,Noam Murro
109687.0,Mark Levinson
109723.0,David Grovic
109846.0,Rob Minkoff
109848.0,Jonathan Glazer
109850.0,Scott Waugh
109853.0,Andrew Fleming
109864.0,Rob Thomas
109895.0,Jason Bateman
109897.0,Christopher Spencer
109941.0,Raman Hui
109968.0,Sion Sono
109971.0,Emilio Martínez Lázaro
110102.0,Anthony Russo
110127.0,Darren Aronofsky
110130.0,Peter Lepeniotis
110281.0,Stephen Chow
110286.0,Daniel Stamm
110297.0,James Bobin
110330.0,Bernardo Bertolucci
110387.0,Errol Morris
110501.0,Gareth Evans
110541.0,Albert Pyun
110553.0,Marc Webb
110586.0,John Michael McDonagh
110591.0,Mike Flanagan
110603.0,Harold Cronk
110611.0,Jim Mickle
110655.0,Carlos Saldanha
110669.0,Tyler Measom
110718.0,John Turturro
110730.0,Wally Pfister
110746.0,BJ McDonnell
110771.0,Nick Cassavetes
110773.0,Michael Tiddes
110781.0,Darrell Rooney
110826.0,Camille Delamarre
110882.0,Steven Knight
111113.0,Nicholas Stoller
111146.0,Richard Rich
111320.0,Andrew Erwin
111360.0,Luc Besson
111362.0,Bryan Singer
111364.0,Gareth Edwards
111375.0,Steven Brill
111384.0,Jeremy Saulnier
111443.0,Jon Favreau
111551.0,Derek Lee
111617.0,Frank Coraci
111622.0,John Carney
111659.0,Robert Stromberg
111663.0,Jordan Rubin
111680.0,Adam Rodgers
111732.0,Alejandro Jodorowsky
111743.0,Seth MacFarlane
111759.0,Doug Liman
111781.0,Christopher McQuarrie
111785.0,Christian T. Petersen
111795.0,Craig Gillespie
111800.0,Darren Stein
111817.0,John Ridley
111844.0,Craig Moss
111913.0,Hong Khaou
111921.0,Josh Boone
112006.0,Nathan Greno
112070.0,David Cronenberg
112138.0,Phil Lord
112171.0,Antoine Fuqua
112175.0,Dean DeBlois
112183.0,Alejandro G. Iñárritu
112290.0,Richard Linklater
112303.0,Tim Story
112316.0,Clint Eastwood
112326.0,Rod Hardy
112334.0,Brian Knappenberger
112370.0,Michael Bay
112421.0,Lenny Abrahamson
112450.0,David Wain
112454.0,Valeria Golino
112460.0,Bobs Gannaway
112497.0,Ben Falcone
112512.0,Keiichi Hara
112515.0,Jennifer Kent
112552.0,Damien Chazelle
112556.0,David Fincher
112580.0,Phil Alden Robinson
112623.0,Matt Reeves
112727.0,Scott Derrickson
112749.0,Rob Reiner
112788.0,Jake Kasdan
112804.0,Mike Cahill
112818.0,James DeMonaco
112852.0,James Gunn
112868.0,William Eubank
112897.0,Patrick Hughes
112911.0,Brett Ratner
112940.0,Anton Corbijn
113159.0,Jeff Baena
113186.0,Matthew Saville
113207.0,Tate Taylor
113225.0,Woody Allen
113252.0,Gerard Johnstone
113275.0,Lasse Hallström
113278.0,Jay Oliva
113280.0,Quentin Lee
113313.0,Zachary Donohue
113345.0,Lana Wachowski
113348.0,Jonathan Liebesman
113350.0,Richie Mehta
113374.0,Sylvain Chomet
113378.0,Phillip Noyce
113394.0,Jenée LaMarque
113416.0,Andrew Lau
113453.0,Luke Greenfield
113532.0,Damon Beesley
113565.0,Ti West
113573.0,Frank Miller
113604.0,R.J. Cutler
113705.0,Jean-Pierre Dardenne
113741.0,James Ward Byrkit
113780.0,John Erick Dowdle
113829.0,Charlie McDowell
113849.0,Pen-Ek Ratanaruang
113862.0,Adam Wingard
114028.0,Matthew Warchus
114044.0,Leigh Janiak
114060.0,Michaël R. Roskam
114066.0,Iain Forsyth
114074.0,Craig Johnson
114126.0,Aaron Rose
114180.0,Wes Ball
114184.0,Peter Sattler
114246.0,Scott Frank
114265.0,Lynn Shelton
114335.0,Saul Gilbert
114396.0,Diego Luna
114494.0,Baran bo Odar
114554.0,Isao Takahata
114601.0,Shawn Levy
114627.0,Mamoru Oshii
