MOVID,director
48262.0,Eric Steel
48304.0,Mel Gibson
48319.0,Tony Bill
48322.0,Jeff Tremaine
48326.0,Steven Zaillian
48342.0,Hans Canosa
48385.0,Larry Charles
48394.0,Guillermo del Toro
48412.0,Andrew Davis
48414.0,Roger Allers
48416.0,Todd Phillips
48516.0,Martin Scorsese
48518.0,Jonathan Liebesman
48520.0,Greg Coolidge
48560.0,Ryan Murphy
48593.0,Barry Levinson
48596.0,John Bonito
48598.0,Douglas McGrath
48638.0,Federico Fellini
48649.0,Sergey Vasilev
48678.0,John Gulager
48696.0,Todd Field
48698.0,Amy Berg
48738.0,Kevin Macdonald
48741.0,David Leaf
48744.0,John Cameron Mitchell
48774.0,Alfonso Cuarón
48780.0,Christopher Nolan
48783.0,Clint Eastwood
48872.0,Géla Babluani
48877.0,Darren Lynn Bousman
48879.0,Phillip Noyce
48883.0,Gabriel Range
48982.0,David Bowers
48997.0,Tom Tykwer
49013.0,Michael Lembeck
49110.0,Greg Beeman
49130.0,Ridley Scott
49132.0,Barbara Kopple
49220.0,Christopher Guest
49263.0,Steve Anderson
49265.0,Michael Caton-Jones
49272.0,Martin Campbell
49274.0,George Miller
49276.0,Bob Odenkirk
49278.0,Tony Scott
49280.0,Emilio Estevez
49284.0,Brad Silberling
49286.0,Nancy Meyers
49314.0,David Ayer
49347.0,Richard Linklater
49389.0,Edwin S. Porter
49396.0,Liam Lynch
49524.0,Catherine Hardwicke
49530.0,Edward Zwick
49647.0,Gary Winick
49649.0,Stefen Fangmeier
49651.0,Sylvester Stallone
49666.0,Steven Shainberg
49688.0,Michael Anderson
49735.0,Todd Stephens
49772.0,John Curran
49793.0,McG
49822.0,Robert De Niro
49824.0,Bill Condon
49910.0,Richard LaGravenese
49932.0,David Lynch
49957.0,Nicholas Hytner
49961.0,Richard Eyre
50003.0,Corey Yuen
50005.0,Yimou Zhang
50064.0,Steven Soderbergh
50068.0,Clint Eastwood
50147.0,Glen Morgan
50158.0,Sylvain White
50160.0,Chris Noonan
50189.0,Joe Nussbaum
50274.0,Roger Michell
50354.0,Julien Duvivier
50356.0,Julien Duvivier
50440.0,Michael Katleman
50442.0,Nick Cassavetes
50445.0,Dave Meyers
50514.0,Susanne Bier
50601.0,Gabor Csupo
50610.0,Frank Sebastiano
50613.0,Conor McMahon
50658.0,Michael Apted
50685.0,Adrienne Shelly
50740.0,Paul Almond
50792.0,Susannah Grant
50794.0,Joe Carnahan
50796.0,Katja von Garnier
50798.0,Jason Friedberg
50800.0,Danny Pang
50802.0,Michael Lehmann
50804.0,Peter Webber
50806.0,Brian Robbins
50842.0,Lars von Trier
50851.0,Billy Corben
50872.0,Brad Bird
50912.0,Olivier Assayas
50923.0,Michael Polish
50942.0,Adam McKay
50954.0,Nick Hurran
50999.0,Michael Hegner
51037.0,Simon Brand
51077.0,Mark Steven Johnson
51080.0,Billy Ray
51082.0,Tyler Perry
51084.0,Marc Lawrence
51086.0,Joel Schumacher
51088.0,Robert Ben Garant
51091.0,Craig Brewer
51167.0,Cagan Irmak
51174.0,George Hickenlooper
51255.0,Edgar Wright
51314.0,Emanuele Crialese
51357.0,Chris Gerolmo
51412.0,Lee Tamahori
51471.0,Michael Apted
51498.0,Tim Sullivan
51540.0,David Fincher
51545.0,Nicolas Winding Refn
51562.0,Richard Compton
51573.0,Maya Deren
51575.0,Walt Becker
51662.0,Zack Snyder
51666.0,Nacho Cerdà
51694.0,Tom Vaughan
51698.0,Robert Shaye
51705.0,Pierre Salvadori
51709.0,Bong Joon Ho
51834.0,Julian Jarrold
51884.0,Mira Nair
51903.0,Chris Rock
51925.0,Mennan Yapo
51927.0,James Wan
51931.0,Mike Binder
51933.0,Sunu Gonera
51935.0,Antoine Fuqua
51937.0,Martin Weisz
51939.0,Kevin Munroe
52042.0,Paul Verhoeven
52241.0,Scott Frank
52245.0,Josh Gordon
52279.0,Steve Carr
52281.0,Robert Rodriguez
52283.0,Stephen Hopkins
52287.0,Stephen J. Anderson
52299.0,Paul Rachman
52319.0,Enzo G. Castellari
52328.0,Danny Boyle
52375.0,Lasse Hallström
52435.0,Chuck Jones
52458.0,D.J. Caruso
52462.0,Matt Maiellaro
52579.0,Olivier Dahan
52604.0,Gregory Hoblit
52644.0,Nimród Antal
52668.0,Jonathan Kasdan
52694.0,Steve Bendelack
52712.0,David S. Goyer
52715.0,Harvey Glazer
52722.0,Sam Raimi
52724.0,Curtis Hanson
52730.0,Kirk R. Thatcher
52767.0,Michael Apted
52784.0,Rob Stewart
52831.0,William Lustig
52867.0,Jesse Peretz
52885.0,Satoshi Kon
52950.0,Timur Bekmambetov
52952.0,Shane Meadows
52967.0,Sarah Polley
52973.0,Judd Apatow
52975.0,Adam Shankman
53000.0,Juan Carlos Fresnadillo
53022.0,Sammo Kam-Bo Hung
53024.0,Stanley Nelson
53121.0,Chris Miller
53123.0,John Carney
53125.0,Gore Verbinski
53127.0,William Friedkin
53129.0,Bruce A. Evans
53138.0,Jonathan Frakes
53140.0,Peter Winther
53143.0,Hal Hartley
53161.0,Park Chan-Wook
53280.0,Nicholas Mastandrea
53318.0,Sean Ellis
53322.0,Steven Soderbergh
53326.0,David Moreau
53355.0,Leander Haußmann
53435.0,Eli Roth
53447.0,Gus Van Sant
53450.0,Henning Schellerup
53453.0,Luigi Cozzi
53460.0,Ash Brannon
53464.0,Tim Story
53466.0,Andrew Fleming
53468.0,Andrew Currie
53519.0,Quentin Tarantino
53550.0,Werner Herzog
53574.0,Jake Kasdan
53578.0,Francis Veber
53808.0,Steve Rash
53894.0,Michael Moore
53921.0,Michael Winterbottom
53953.0,Mikael Håfström
53956.0,Frank Oz
53972.0,Len Wiseman
53974.0,Ken Kwapis
53993.0,Tom Shadyac
53996.0,Michael Bay
54001.0,David Yates
54004.0,Dennis Dugan
54116.0,Mark Fergus
54121.0,Delmer Daves
54185.0,Jennifer Baichwal
54190.0,Julie Taymor
54256.0,Akiva Schaffer
54259.0,Matthew Vaughn
54272.0,David Silverman
54274.0,Chris Sivertson
54276.0,Scott Hicks
54281.0,Jon Poll
54286.0,Paul Greengrass
54354.0,Micha X. Peled
54372.0,Guillaume Canet
54503.0,Greg Mottola
54617.0,James Huth
54648.0,Brett Ratner
54686.0,Doug Lefler
54732.0,Robert Ben Garant
54734.0,Joe Nussbaum
54736.0,Peter Berg
54745.0,Jeffrey Blitz
54768.0,Fred Savage
54771.0,Oliver Hirschbiegel
54780.0,Shari Springer Berman
54785.0,Rob Zombie
54787.0,James Wan
54796.0,Julie Delpy
54881.0,Seth Gordon
54908.0,Gérard Krawczyk
54910.0,Scott Glosserman
54934.0,Bob Odenkirk
54962.0,John August
54995.0,Robert Rodriguez
54997.0,James Mangold
54999.0,Michael Davis
55020.0,David Wain
55036.0,Robert Harmon
55052.0,Joe Wright
55061.0,Thomas Bangalter
55067.0,Hans-Christian Schmid
55069.0,Cristian Mungiu
55071.0,Charles Ferguson
55080.0,Neil Jordan
55094.0,Paul Haggis
55110.0,Rod Hardy
55112.0,Kern Konwiser
55116.0,Richard Shepard
55118.0,David Cronenberg
55156.0,Henriette Mantel
55167.0,Michael Arias
55190.0,Alek Keshishian
55205.0,Steve Buscemi
55207.0,Sean Ellis
55232.0,Russell Mulcahy
55241.0,Craig Gillespie
55245.0,Mark Helfrich
55247.0,Sean Penn
55250.0,Andy Fickman
55253.0,Ang Lee
55259.0,David L. Cunningham
55261.0,Bobby Farrelly
55267.0,Peter Hedges
55269.0,Wes Anderson
55272.0,James Gray
55274.0,Shekhar Kapur
55276.0,Tony Gilroy
55278.0,Kenneth Branagh
55280.0,Craig Gillespie
55282.0,David Slade
55290.0,Ben Affleck
55292.0,Tom Brady
55294.0,Allan Moyle
55363.0,Andrew Dominik
55391.0,Bobby Moresco
55442.0,Vincent Paronnaud
55444.0,Anton Corbijn
55451.0,Robin Swicord
55492.0,Larry Fessenden
55553.0,Jonathan King
55555.0,Fatih Akin
55577.0,Darren Lynn Bousman
55620.0,Daniel G. Karslake
55687.0,Amir Bar-Lev
55721.0,José Padilha
55729.0,M. Cahill
55765.0,Ridley Scott
55768.0,Simon J. Smith
55805.0,Sidney Lumet
55814.0,Julian Schnabel
55820.0,Ethan Coen
55830.0,Michel Gondry
55844.0,Jamie Babbit
55854.0,John Ford
55872.0,Kirsten Sheridan
55908.0,Richard Schenkman
55946.0,Robert Redford
55995.0,Robert Zemeckis
56003.0,Richard Kelly
56012.0,J.M. Kenny
