MOVID,director
27912.0,Robert Greenwald
30707.0,Clint Eastwood
30745.0,Takashi Miike
30749.0,Terry George
30793.0,Tim Burton
30803.0,Kim Ki-duk
30810.0,Wes Anderson
30812.0,Martin Scorsese
30816.0,Joel Schumacher
30818.0,Kevin Spacey
30820.0,Nicole Kassell
30822.0,Paul Weitz
30825.0,Jay Roach
30846.0,Niels Mueller
30848.0,Shainee Gabel
30850.0,Michael Radford
30883.0,Joel Zwick
30890.0,Gianni Amelio
30892.0,Jessica Yu
30894.0,Geoffrey Sax
30898.0,Mike Binder
30994.0,Walter Bernstein
31000.0,Alan Alda
31030.0,George Stevens
31038.0,Joyce Chopra
31049.0,Malcolm Mowbray
31083.0,Bob Rafelson
31086.0,Kinji Fukasaku
31101.0,Bronwen Hughes
31114.0,Dan Harris
31116.0,Howard Hawks
31123.0,Francis Veber
31150.0,Ralph Bakshi
31162.0,Stephen Hopkins
31184.0,Shinji Aramaki
31193.0,John Lounsbery
31221.0,Rob Bowman
31223.0,Frederik Du Chau
31225.0,Thomas Carter
31260.0,Norman Taurog
31297.0,Busby Berkeley
31309.0,Luchino Visconti
31364.0,Bong Joon Ho
31367.0,Adam Rifkin
31410.0,Oliver Hirschbiegel
31420.0,Jean-François Richet
31422.0,Brian Levant
31424.0,Uwe Boll
31427.0,John Polson
31431.0,Stephen Kay
31433.0,Clare Kilner
31435.0,Damien O'Donnell
31437.0,Hirokazu Koreeda
31445.0,Mitch Rouse
31522.0,Rainer Werner Fassbinder
31545.0,Jacques Becker
31553.0,James Yukich
31590.0,Jacques Becker
31610.0,Ye Lou
31617.0,Anthony Mann
31658.0,Hayao Miyazaki
31660.0,Katsuhiro Ôtomo
31664.0,Vincent Kok
31685.0,Andy Tennant
31692.0,Robert Shallcross
31694.0,Gurinder Chadha
31696.0,Francis Lawrence
31698.0,Lawrence Guterman
31700.0,Wayne Wang
31702.0,Bahman Ghobadi
31737.0,Otto Preminger
31804.0,Timur Bekmambetov
31851.0,William A. Seiter
31867.0,Stephen Herek
31878.0,Stephen Chow
31903.0,Ondrej Trojan
31909.0,Manny Coto
31921.0,Herbert Ross
31923.0,Richard Lester
31925.0,Richard Lester
31952.0,Nimród Antal
31973.0,Roberto Rossellini
32009.0,Darren Grant
32011.0,Wes Craven
32017.0,Adam Shankman
32019.0,F. Gary Gray
32022.0,Petra Epperlein
32029.0,Florent-Emilio Siri
32031.0,Chris Wedge
32058.0,Michael Apted
32060.0,Paul Leni
32116.0,Paul Bogart
32139.0,Carol Reed
32160.0,Howard Hawks
32179.0,Louis Malle
32213.0,Ernie Barbarash
32234.0,Fred Zinnemann
32243.0,Jannik Johansen
32289.0,Tim Fywell
32291.0,Woody Allen
32294.0,Joe Maggio
32296.0,John Pasquin
32298.0,Kevin Rodney Sullivan
32300.0,Angela Robinson
32302.0,Christopher Browne
32314.0,Zak Penn
32371.0,Henry Hathaway
32387.0,Kihachi Okamoto
32392.0,Álex de la Iglesia
32440.0,William Dear
32442.0,Jonathan Lynn
32456.0,Isao Takahata
32460.0,Thomas Jahn
32469.0,Michael Curtiz
32511.0,King Hu
32515.0,Alex Cox
32554.0,Amber Lee Connors
32582.0,Judy Irving
32584.0,Rebecca Miller
32587.0,Frank Miller
32589.0,Bille Woodruff
32596.0,Breck Eisner
32598.0,Bobby Farrelly
32600.0,Michelangelo Antonioni
32620.0,Alain Resnais
32632.0,James William Guercio
32649.0,Ettore Scola
32657.0,Frédéric Back
32659.0,Étienne Chatiliez
32666.0,Gary Preisler
32728.0,Nicolas Gessner
32743.0,Norio Tsuruta
32770.0,Susanne Bier
32799.0,Leontine Sagan
32862.0,Howard Morris
32875.0,Jacques Tati
32892.0,Andrei Tarkovsky
32898.0,Georges Méliès
32906.0,Larisa Shepitko
32914.0,David Carson
32917.0,Vittorio De Sica
33004.0,Garth Jennings
33085.0,Andrew Douglas
33090.0,Bill Plympton
33124.0,Dennis Gansel
33126.0,Robert Aldrich
33132.0,Damon Dash
33138.0,Todd Solondz
33145.0,Nigel Cole
33148.0,Jeffrey W. Byrd
33154.0,Alex Gibney
33158.0,Lee Tamahori
33162.0,Ridley Scott
33164.0,Jaume Collet-Serra
33166.0,Paul Haggis
33171.0,Gregg Araki
33188.0,Mel Damski
33201.0,Manuel Gómez Pereira
33237.0,W.S. Van Dyke
33294.0,Toyoo Ashida
33310.0,Éléonore Faucher
33312.0,Robert Florey
33421.0,Thomas Vinterberg
33435.0,Thom Andersen
33437.0,Louis Leterrier
33493.0,George Lucas
33495.0,Jesse Dylan
33499.0,Robert Luketic
33558.0,Charles Martin Smith
33564.0,Pietro Germi
33615.0,Eric Darnell
33629.0,Rob Bowman
33639.0,Marilyn Agrelo
33644.0,Paul Schrader
33646.0,Peter Segal
33649.0,Alice Wu
33660.0,Ron Howard
33669.0,Ken Kwapis
33672.0,Catherine Hardwicke
33677.0,Don Argott
33679.0,Doug Liman
33681.0,Robert Rodriguez
33683.0,Alexandre Aja
33725.0,Michael Dowse
33779.0,Lawrence Jordan
33781.0,Mervyn LeRoy
33794.0,Christopher Nolan
33801.0,Ryûhei Kitamura
33815.0,Mark Rosman
33826.0,Michael McGowan
33830.0,Angela Robinson
33834.0,George A. Romero
33836.0,Nora Ephron
33838.0,David LaChapelle
33880.0,Miranda July
33893.0,Álex de la Iglesia
33896.0,Fruit Chan
33903.0,Hans Weingartner
33966.0,Henry Winkler
34018.0,Edward Buzzell
34048.0,Steven Spielberg
34072.0,Luc Jacquet
34129.0,Steve Carr
34143.0,Walter Salles
34148.0,Jacques Audiard
34150.0,Tim Story
34153.0,Henry Alex Rubin
34162.0,David Dobkin
34164.0,Don Roos
34271.0,Craig Brewer
34292.0,Richard Stanley
34312.0,Alex De Rakoff
34319.0,Michael Bay
34321.0,Richard Linklater
34323.0,Rob Zombie
34326.0,Gus Van Sant
34330.0,Greg Harrison
34332.0,Mike Mitchell
34334.0,Rob Cohen
34336.0,Gary David Goldberg
34338.0,Penn Jillette
34359.0,Silvio Narizzano
34397.0,Sheldon Lettich
34405.0,Joss Whedon
34437.0,Jim Jarmusch
34450.0,Jackie Chan
34482.0,Anthony Asquith
34520.0,Jay Chandrasekhar
34523.0,Arie Posin
34528.0,Phil Morrison
34530.0,Mike Bigelow
34532.0,Iain Softley
34534.0,John Singleton
34536.0,John Dahl
34540.0,Marcos Siega
34542.0,Werner Herzog
34800.0,George Bowers
34811.0,Nicolas Winding Refn
35015.0,Carroll Ballard
35347.0,Joy Batchelor
35807.0,Daniel Mann
35836.0,Judd Apatow
35957.0,Wes Craven
36276.0,Michael Haneke
36289.0,Claude Zidi
36363.0,Georgiy Daneliya
36397.0,Gary Chapman
36401.0,Terry Gilliam
36477.0,Michael Showalter
36509.0,Bruce Hunt
36517.0,Fernando Meirelles
36519.0,Louis Leterrier
36525.0,Mark Waters
36527.0,John Madden
36529.0,Andrew Niccol
36533.0,Jeff Wadlow
36535.0,Liev Schreiber
36537.0,Mike Mills
36708.0,Pete Michels
36850.0,Jackie Chan
36931.0,Benny Chan
37211.0,Edward Buzzell
37240.0,Eugene Jarecki
37380.0,Andrzej Bartkowiak
37382.0,Tony Scott
37384.0,Rob McKittrick
37386.0,Karyn Kusama
37444.0,Alain Jessua
37475.0,Lasse Hallström
37477.0,Les Mayfield
37495.0,Gen Sekiguchi
37545.0,Werner Herzog
37720.0,Scott Derrickson
37727.0,Robert Schwentke
37729.0,Tim Burton
37731.0,Lexi Alexander
37733.0,David Cronenberg
37736.0,Roman Polanski
37739.0,Bill Paxton
37741.0,Bennett Miller
37830.0,Tetsuya Nomura
37844.0,Malcolm D. Lee
37853.0,John Stockwell
37857.0,Dave McKean
38038.0,Steve Box
38061.0,Shane Black
38095.0,Jee-woon Kim
38159.0,Krzysztof Kieslowski
38164.0,Anatole Litvak
38198.0,Hubert Sauper
38294.0,Sturla Gunnarsson
38304.0,Martin Scorsese
38388.0,Danny Cannon
38583.0,Mike Marvin
38798.0,Curtis Hanson
38886.0,Noah Baumbach
38992.0,D.J. Caruso
39183.0,Ang Lee
39231.0,Cameron Crowe
39234.0,Niki Caro
39292.0,George Clooney
39307.0,John Gatins
39381.0,John Hillcoat
39400.0,Rupert Wainwright
39414.0,Anand Tucker
39427.0,Marc Forster
39435.0,Martin Campbell
39444.0,Gore Verbinski
39446.0,Darren Lynn Bousman
39449.0,Ben Younger
39516.0,Sergio Castellitto
39715.0,Steve Rash
39801.0,Takashi Miike
39869.0,Lars von Trier
40148.0,Guy Ritchie
40278.0,Sam Mendes
40339.0,Mark Dindal
40412.0,Shane Meadows
40414.0,Christian Carion
40478.0,William F. Claxton
40491.0,Aki Kaurismäki
40578.0,Hideo Gosha
40581.0,Roger Kumble
40583.0,Stephen Gaghan
40597.0,Hannu Tuomainen
40614.0,Mikael Håfström
40617.0,Christopher Smith
40629.0,Joe Wright
40723.0,Greg McLean
40732.0,Neil Marshall
40815.0,Mike Newell
40819.0,James Mangold
40826.0,Chris Columbus
40851.0,Jon Favreau
40870.0,Jean-Marc Vallée
40946.0,Liam Lynch
40955.0,Neil Jordan
40959.0,Harold Ramis
40962.0,Raja Gosnell
40966.0,Laurence Dunmore
41014.0,Dario Argento
41285.0,Woody Allen
41527.0,Hany Abu-Assad
41566.0,Andrew Adamson
41569.0,Peter Jackson
41571.0,Rob Marshall
41573.0,Thomas Bezucha
