MOVID,director
2312.0,Randa Haines
2313.0,David Lynch
2314.0,Jonathan Demme
2315.0,Ronny Yu
2316.0,Griffin Dunne
2318.0,Todd Solondz
2320.0,Bryan Singer
2321.0,Gary Ross
2322.0,Paul W.S. Anderson
2323.0,Bennett Miller
2324.0,Roberto Benigni
2325.0,Trey Parker
2327.0,John Harrison
2328.0,John Carpenter
2329.0,Tony Kaye
2330.0,S.R. Bindler
2331.0,Richard LaGravenese
2332.0,Hype Williams
2333.0,Bill Condon
2334.0,Edward Zwick
2335.0,Frank Coraci
2336.0,Shekhar Kapur
2337.0,Todd Haynes
2338.0,Danny Cannon
2339.0,Arlene Sanford
2340.0,Martin Brest
2342.0,Bruce McDonald
2344.0,Andrey Konchalovskiy
2346.0,Bryan Forbes
2347.0,Stuart Rosenberg
2348.0,Alex Cox
2349.0,Neil Jordan
2350.0,James D. Parriott
2351.0,Federico Fellini
2352.0,Lawrence Kasdan
2353.0,Tony Scott
2354.0,Igor Kovalyov
2355.0,John Lasseter
2356.0,Woody Allen
2357.0,Walter Salles
2358.0,Predrag Antonijevic
2359.0,Kirk Jones
2360.0,Thomas Vinterberg
2361.0,John Waters
2362.0,Edward D. Wood Jr.
2363.0,Ishirô Honda
2364.0,Koji Hashimoto
2365.0,Ishirô Honda
2366.0,Merian C. Cooper
2367.0,John Guillermin
2368.0,John Guillermin
2369.0,Susan Seidelman
2370.0,John Boorman
2371.0,Michael Ritchie
2372.0,Michael Ritchie
2373.0,Richard Fleischer
2374.0,Ron Howard
2375.0,Richard Benjamin
2376.0,John Glen
2377.0,Tobe Hooper
2378.0,Hugh Wilson
2379.0,Jerry Paris
2380.0,Jerry Paris
2381.0,Jim Drake
2382.0,Alan Myerson
2383.0,Peter Bonerz
2384.0,George Miller
2385.0,Dean Parisot
2387.0,Peter Berg
2388.0,Ferzan Ozpetek
2389.0,Gus Van Sant
2390.0,Mark Herman
2391.0,Sam Raimi
2392.0,Troy Miller
2393.0,Jonathan Frakes
2394.0,Brenda Chapman
2395.0,Wes Anderson
2396.0,John Madden
2398.0,George Seaton
2399.0,Jeannot Szwarc
2400.0,John D. Hancock
2401.0,Clint Eastwood
2402.0,George P. Cosmatos
2403.0,Ted Kotcheff
2404.0,Peter MacDonald
2405.0,Lewis Teague
2406.0,Robert Zemeckis
2407.0,Ron Howard
2408.0,Daniel Petrie
2409.0,Sylvester Stallone
2410.0,Sylvester Stallone
2411.0,Sylvester Stallone
2412.0,John G. Avildsen
2413.0,Jonathan Lynn
2414.0,Barry Levinson
2415.0,Jack Fisk
2416.0,Alan Metter
2417.0,Mike Nichols
2418.0,Garry Marshall
2419.0,Robert M. Young
2420.0,John G. Avildsen
2421.0,John G. Avildsen
2422.0,John G. Avildsen
2423.0,Jeremiah S. Chechik
2424.0,Nora Ephron
2425.0,John Boorman
2427.0,Terrence Malick
2428.0,Robert Rodriguez
2429.0,Ron Underwood
2430.0,Ernest B. Schoedsack
2431.0,Tom Shadyac
2432.0,Chris Columbus
2433.0,Steven Zaillian
2435.0,Anthony Drazan
2436.0,Franco Zeffirelli
2439.0,Paul Schrader
2442.0,Anand Tucker
2443.0,Willard Carroll
2445.0,Irwin Winkler
2446.0,Neil Jordan
2447.0,Brian Robbins
2448.0,John Bruno
2450.0,Willard Huyck
2451.0,Tibor Takács
2453.0,Nick Castle
2454.0,Kurt Neumann
2455.0,David Cronenberg
2456.0,Chris Walas
2457.0,Peter Hyams
2458.0,Mark L. Lester
2459.0,Tobe Hooper
2460.0,Tobe Hooper
2462.0,Kim Henkel
2463.0,Jim Abrahams
2465.0,Wes Craven
2467.0,Jean-Jacques Annaud
2468.0,Penny Marshall
2469.0,Francis Ford Coppola
2470.0,Peter Faiman
2471.0,John Cornell
2472.0,Jeff Kanew
2473.0,Steve Miner
2474.0,Martin Scorsese
2475.0,John Frankenheimer
2476.0,Clint Eastwood
2477.0,J. Lee Thompson
2478.0,John Landis
2481.0,Ken Loach
