movieId,imdbId,tmdbId
3040,79540,14035.0
3041,87700,40771.0
3042,93516,40772.0
3043,104837,40773.0
3044,101669,11498.0
3045,105130,11790.0
3046,113416,29371.0
3048,83254,47941.0
3051,149691,21349.0
3052,120655,1832.0
3053,151137,10047.0
3054,190641,10228.0
3055,165773,47692.0
3056,160620,18561.0
3057,118150,144953.0
3060,101605,11663.0
3061,34862,13485.0
3062,56197,9289.0
3063,105156,9264.0
3064,119908,18222.0
3066,66473,11165.0
3067,95675,4203.0
3068,84855,24226.0
3070,86856,11379.0
3071,94027,29154.0
3072,93565,2039.0
3073,59674,77915.0
3074,68762,11943.0
3075,59646,11481.0
3076,57187,2690.0
3077,164312,20565.0
3078,165859,27141.0
3079,178737,10399.0
3081,162661,2668.0
3082,143145,36643.0
3083,185125,99.0
3086,24852,25898.0
3087,96061,9647.0
3088,42546,11787.0
3089,40522,5156.0
3090,93509,24276.0
3091,80979,11953.0
3093,67411,29005.0
3094,93512,26371.0
3095,32551,596.0
3096,50738,52470.0
3097,33045,20334.0
3098,87781,11393.0
3099,73692,31121.0
3100,105265,293.0
3101,93010,10998.0
3102,89360,12235.0
3103,100680,36094.0
3104,95631,9013.0
3105,99077,11005.0
3106,99291,59820.0
3107,101393,2924.0
3108,101889,177.0
3109,88007,38557.0
3111,87921,13681.0
3112,90556,34760.0
3113,146675,9946.0
3114,120363,863.0
3115,155711,31582.0
3117,134154,22267.0
3120,104114,10411.0
3125,172396,20024.0
3127,144715,13787.0
3129,158371,9684.0
3130,99165,9586.0
3132,10040,70801.0
3134,28950,777.0
3135,79239,21887.0
3138,96171,32331.0
3141,100828,32669.0
3142,96328,18161.0
3143,63056,31681.0
3145,150216,32274.0
3146,205000,10402.0
3147,120689,497.0
3148,124315,1715.0
3150,141974,42739.0
3152,67328,25188.0
3153,51337,15515.0
3155,166485,1439.0
3156,182789,2277.0
3157,164912,10137.0
3158,162866,10387.0
3159,120910,49948.0
3160,175880,334.0
3161,119079,30237.0
3162,174204,50116.0
3163,151568,46435.0
3165,106455,22213.0
3167,66892,36492.0
3168,64276,624.0
3169,87231,26578.0
3171,53226,43103.0
3173,146838,9563.0
3174,125664,1850.0
3175,177789,926.0
3176,134119,1213.0
3177,195945,10471.0
3178,174856,10400.0
3179,145653,10397.0
3181,120866,12524.0
3182,192335,28216.0
3183,174268,36773.0
3185,120834,10219.0
3186,172493,3558.0
3189,156812,17908.0
3190,134983,10384.0
3192,169302,48233.0
3194,70903,10236.0
3196,46359,632.0
3197,95897,11851.0
3198,70511,5924.0
3200,70290,14886.0
3201,65724,26617.0
3203,97162,10493.0
3204,77269,16241.0
3206,86859,22160.0
3208,107659,9644.0
3210,83929,13342.0
3211,94924,35119.0
3213,106364,14919.0
3214,88707,14040.0
3217,29606,22692.0
3219,100318,2990.0
3221,83851,10831.0
3223,90366,33078.0
3224,58625,16672.0
3225,186975,10472.0
3230,71935,21489.0
3235,81748,13005.0
3238,120662,18681.0
3240,156639,20468.0
3241,201840,14521.0
3243,104187,10406.0
3244,76095,14741.0
3246,104797,1883.0
3247,105417,2005.0
3248,108147,6279.0
3249,104389,11087.0
3250,106246,7305.0
3251,88683,24735.0
3252,105323,9475.0
3253,105793,8872.0
3254,108525,8873.0
3255,104694,11287.0
3256,105112,9869.0
3257,103855,619.0
3258,104070,9374.0
3259,104231,11259.0
