movieId,imdbId,tmdbId
81512,1212419,44603.0
81520,1156466,38234.0
81535,1477076,41439.0
81537,1231583,41733.0
81562,1542344,44115.0
81564,1001526,38055.0
81591,947798,44214.0
81681,41497,41058.0
81782,477080,44048.0
81784,1126618,38357.0
81786,1020773,48303.0
81788,1458175,43539.0
81791,1421051,39210.0
81819,1164999,45958.0
81831,1467273,36940.0
81834,926084,12444.0
81845,1504320,45269.0
81847,398286,38757.0
81910,1326733,41999.0
81932,964517,45317.0
81949,1403988,41556.0
82041,1316536,46420.0
82053,1194417,45324.0
82088,1611211,47979.0
82093,1213648,48838.0
82095,1564585,42684.0
82152,1152398,38117.0
82167,758752,43347.0
82169,980970,10140.0
82202,1243957,37710.0
82242,1401143,48395.0
82366,1270835,43919.0
82378,1175709,46503.0
82459,1403865,44264.0
82461,1104001,20526.0
82499,1341188,42888.0
82527,1423894,46829.0
82534,1172991,44129.0
82641,61597,54178.0
82667,1588170,49797.0
82684,1488163,46788.0
82744,1433108,41283.0
82765,1319718,35138.0
82767,935075,27585.0
82848,11541,23282.0
82852,970866,39451.0
82854,1320261,38745.0
82857,1517252,50071.0
83086,1126591,42297.0
83132,1568921,51739.0
83134,1465522,46838.0
83177,1302067,41515.0
83270,1371155,46138.0
83349,990407,40805.0
83369,1023114,49009.0
83374,1032751,46528.0
83480,479997,23047.0
83601,1426352,43950.0
83613,409847,49849.0
83796,1217637,14556.0
83803,1620446,40619.0
83827,1391092,52013.0
83910,1578275,44564.0
83969,32410,43810.0
83976,1740047,63578.0
84152,1219289,51876.0
84156,1683876,89704.0
84187,860906,22843.0
84189,1242432,43947.0
84240,1422032,53596.0
84246,39502,52844.0
84273,1781069,54293.0
84374,1411238,41630.0
84392,1189340,50348.0
84414,1699114,56590.0
84512,21910,120843.0
84523,63186,39029.0
84553,50832,148432.0
84601,1401152,48138.0
84615,1477837,52067.0
84637,377981,45772.0
84696,1320239,50204.0
84716,1499666,18438.0
84772,1092026,39513.0
84799,69738,37618.0
84844,238883,20993.0
84847,1366312,183894.0
84942,1502404,47327.0
84944,1192628,44896.0
84950,810922,50725.0
84952,1590089,54186.0
84954,1385826,38050.0
85020,472399,27582.0
85022,480687,48988.0
85025,1034389,49494.0
85056,1464540,46529.0
85131,1217613,44943.0
85179,1474276,28874.0
85213,1510938,56831.0
85259,61199,36540.0
85261,1305591,50321.0
85295,1618435,47533.0
85316,72410,72185.0
85334,93146,26011.0
85342,1555149,47931.0
85354,411272,15362.0
85367,1564367,50546.0
85394,1664894,59490.0
85397,1486185,49730.0
85399,1464174,38322.0
85401,1512235,45132.0
