movieId,imdbId,tmdbId
4687,56868,26535.0
4688,101465,41784.0
4689,65761,27431.0
4690,87089,2148.0
4695,78490,31941.0
4697,83624,27813.0
4699,218922,2057.0
4700,247638,9880.0
4701,266915,5175.0
4703,94868,41951.0
4704,56059,11385.0
4705,77288,4484.0
4708,60668,44258.0
4709,64782,20391.0
4710,75213,12584.0
4711,108323,70042.0
4713,80360,11542.0
4714,80377,17169.0
4715,80402,39176.0
4717,80436,19267.0
4718,252866,2770.0
4719,181739,12610.0
4720,230600,1933.0
4721,244000,13496.0
4722,250202,21055.0
4723,250323,24936.0
4725,261983,10972.0
4727,238112,1722.0
4728,250687,9896.0
4732,258470,9683.0
4733,256524,2779.0
4734,261392,2294.0
4735,228333,10016.0
4736,234829,26602.0
4738,208196,22230.0
4740,206926,13966.0
4741,203166,742.0
4743,255653,15104.0
4744,263488,8922.0
4745,184791,11065.0
4748,103596,16314.0
4749,109015,18885.0
4750,112255,40508.0
4754,70917,16307.0
4756,246544,11370.0
4757,202470,12508.0
4759,269341,25462.0
4765,242587,18734.0
4766,250809,44321.0
4769,248912,58062.0
4770,221218,2176.0
4771,180734,20857.0
4772,229340,22617.0
4773,273253,75386.0
4774,246464,2185.0
4775,118589,10696.0
4776,139654,2034.0
4777,243759,21538.0
4780,255321,48834.0
4782,239986,31016.0
4783,264578,32567.0
4784,82416,12537.0
4785,63032,9028.0
4786,70294,16180.0
4787,102316,11521.0
4788,79579,21028.0
4789,71994,27327.0
4792,53559,29756.0
4794,93677,20115.0
4795,58092,30295.0
4796,53877,25767.0
4798,51773,22874.0
4799,57193,11576.0
4800,29081,43860.0
4801,33836,43802.0
4802,53143,9660.0
4803,67588,15393.0
4804,55312,248.0
4808,108473,1644.0
4809,86312,12502.0
4810,76172,66092.0
4811,79766,10373.0
4812,91993,13766.0
4813,44207,16380.0
4814,260866,12103.0
4815,252501,11313.0
4816,196229,9398.0
4818,245891,45864.0
4821,206314,10866.0
4822,273799,34549.0
4823,240890,9778.0
4825,240419,58429.0
4826,80437,16121.0
4827,80464,40220.0
4828,82100,166.0
4830,80474,1623.0
4831,80492,40932.0
4833,80516,13550.0
4835,80549,16769.0
4836,80556,42158.0
4840,80610,1716.0
4844,219965,3172.0
4845,250310,17708.0
4846,108148,12780.0
4847,243255,570.0
4848,166924,1018.0
4849,206963,25641.0
4850,164917,16767.0
4852,166110,11380.0
4855,66999,984.0
4857,67093,14811.0
4860,87666,55727.0
4862,102555,9585.0
4863,72979,14267.0
4864,105601,45929.0
4865,120681,768.0
4866,272020,2100.0
4867,200027,11091.0
4871,246628,18192.0
4873,243017,9081.0
4874,272152,167.0
4876,245674,9378.0
4877,236019,27444.0
4878,246578,141.0
4879,253126,10034.0
4880,264796,11457.0
4881,243133,10778.0
4883,234988,67385.0
4885,249478,11456.0
4886,198781,585.0
4887,267804,10796.0
4888,275719,23949.0
4889,252503,11088.0
4890,256380,9889.0
4893,80130,45964.0
4896,241527,671.0
4898,234354,20794.0
4899,265087,11469.0
4900,253798,14369.0
4901,266987,1535.0
4902,256009,1433.0
4903,247425,1999.0
4909,82558,12472.0
4911,76221,11834.0
4912,62994,16085.0
4914,53472,269.0
4915,83630,16441.0
4916,74899,11422.0
4917,76342,31037.0
4919,90095,10656.0
4920,35140,32847.0
4921,24264,39938.0
4925,77321,14584.0
4926,209037,58886.0
4927,76299,72277.0
4928,75824,5781.0
4929,84809,23805.0
4932,80661,11033.0
4936,80716,3537.0
4939,80736,8738.0
4941,80745,3604.0
4942,52564,6974.0
4945,74483,10649.0
4946,82350,42566.0
4947,76070,17689.0
4951,100054,10847.0
4952,89622,33525.0
4953,76535,27591.0
4954,54135,299.0
4956,81568,42160.0
4957,86383,10650.0
4958,159273,8007.0
4959,242252,19076.0
4961,282856,50562.0
4962,193560,13503.0
4963,240772,161.0
4964,233841,43774.0
4965,270259,31064.0
4966,50539,31682.0
4967,283509,8342.0
4969,37515,4886.0
4970,20697,228.0
4971,87747,23111.0
4973,211915,194.0
4974,277371,11397.0
4975,259711,1903.0
4976,280778,11889.0
4977,283431,28171.0
4978,259393,9523.0
4979,265666,9428.0
4980,101452,1649.0
4981,90852,11938.0
4985,88103,24264.0
4987,86346,26978.0
4988,94318,19209.0
4989,278488,8386.0
4990,268397,12589.0
4991,279889,12312.0
4992,35423,11232.0
4993,120737,120.0
4994,268995,11086.0
4995,268978,453.0
4998,51525,11414.0
5004,63415,10794.0
5007,58672,5052.0
5008,51201,37257.0
5009,248667,8489.0
5010,265086,855.0
5011,245046,12660.0
5012,86619,10269.0
5013,280707,5279.0
5014,277027,10950.0
5015,285742,1365.0
5016,120824,6440.0
5021,74937,6037.0
5023,105789,61418.0
5025,273923,11857.0
5026,237534,6312.0
5027,99044,11595.0
5028,269746,24166.0
5033,100530,10170.0
5034,103129,18317.0
5039,82288,848.0
5040,87078,9610.0
5041,85542,15035.0
5046,160399,4965.0
5047,240468,11891.0
5048,281373,11888.0
5049,83511,150.0
5051,243862,112.0
5053,109288,20678.0
5054,85271,15050.0
5055,106770,10423.0
5059,145046,57976.0
5060,66026,651.0
5062,60955,20620.0
5063,55257,18647.0
5064,245844,11362.0
5065,265349,2637.0
5066,281358,10229.0
5068,276501,12659.0
5069,270933,68149.0
5071,220627,35650.0
5072,293416,9606.0
5073,208990,11447.0
5074,250081,16550.0
5075,219405,13915.0
5076,106223,34723.0
5077,97116,31674.0
5080,240900,20009.0
5081,188453,2084.0
5083,295552,74692.0
5088,72353,4031.0
5092,265298,11870.0
5093,233469,9884.0
5094,246894,11535.0
5095,265713,27593.0
5096,109190,11212.0
5099,28988,28345.0
5102,107985,21845.0
5103,108037,11528.0
5105,69995,931.0
5106,275022,17130.0
5107,251114,10592.0
5108,251160,8470.0
5109,280030,16690.0
5110,247745,39939.0
5111,107034,9272.0
5112,253200,14778.0
5113,60200,19137.0
5114,44391,32499.0
5116,50306,33668.0
5120,69281,993.0
5121,75276,11698.0
5127,259288,10052.0
5128,238546,11979.0
5131,207524,13791.0
