movieId,imdbId,tmdbId
97921,1045658,82693.0
97923,1907668,87502.0
97936,1781769,96724.0
97938,454876,87827.0
97950,1258972,97430.0
97988,1713476,123105.0
98061,1900893,98631.0
98083,1753968,65851.0
98122,1942884,80215.0
98124,2313197,123025.0
98154,443272,72976.0
98160,1493157,135708.0
98175,1545106,73935.0
98203,1673434,50620.0
98230,1715873,58547.0
98239,1234719,60747.0
98243,1446192,81188.0
98279,2006040,101519.0
98296,1667310,97614.0
98361,1531901,102780.0
98491,2388725,140420.0
98499,79315,19274.0
98503,80623,18867.0
98585,975645,112336.0
98604,1798188,83389.0
98607,1483797,71883.0
98623,86605,25539.0
98633,89177,10044.0
98697,66798,34280.0
98799,1979172,110392.0
98809,903624,49051.0
98836,1477855,87504.0
98908,1241017,40722.0
98961,1790885,97630.0
99005,1925431,139567.0
99007,1588173,82654.0
99030,1901040,83186.0
99087,1540128,77875.0
99106,1694020,82687.0
99112,790724,75780.0
99114,1853728,68718.0
99117,1758830,89492.0
99122,97550,41153.0
99130,113376,44470.0
99145,1649419,80278.0
99149,1707386,82695.0
99191,115813,16315.0
99415,1047540,88042.0
99437,1783732,75761.0
99532,230534,193380.0
99574,2091473,133694.0
99636,2181931,118628.0
99638,1244666,38010.0
99721,1572315,76617.0
99728,1321870,82682.0
99750,1491044,68812.0
99764,2396224,147538.0
99813,2166834,142061.0
99846,2366308,135921.0
99853,1762248,105538.0
99910,1549920,76640.0
99917,2084989,145197.0
99992,1770734,84336.0
100044,1806234,69372.0
100068,1911553,85872.0
100083,1333125,87818.0
100106,2152198,128190.0
100159,2023690,117974.0
100163,1428538,60304.0
100194,2274356,146837.0
100226,1853643,118677.0
100277,2153963,93858.0
100302,1374992,58244.0
100304,2081437,162145.0
100306,165623,18912.0
100326,1389096,121824.0
100383,2053463,109421.0
100390,2024432,109431.0
100397,1935896,87436.0
100487,1559547,109491.0
100498,1606378,47964.0
100507,1711425,107811.0
100527,1702439,112949.0
100553,2092588,134481.0
100556,2375605,123678.0
100579,1659343,122857.0
100611,765446,68179.0
100714,2209418,132344.0
100737,882977,134411.0
100810,2387433,145135.0
100843,1954701,130739.0
100882,2017561,170657.0
100906,100107,28090.0
101025,1351685,81005.0
101070,2258858,129112.0
101072,1663636,59255.0
101074,51850,43650.0
101076,1583421,72559.0
101088,1682180,86825.0
101112,1623205,68728.0
101142,481499,49519.0
101283,790628,124459.0
101360,1911644,158011.0
101362,2302755,117263.0
101415,1763303,84199.0
101423,427531,55892.0
101525,1817273,97367.0
101529,1935902,127867.0
101531,1745862,173153.0
101577,1517260,72710.0
101612,1814621,144340.0
101739,1288558,109428.0
101741,1924429,68727.0
101765,1986843,133698.0
101864,1483013,75612.0
101884,1507563,59963.0
101895,453562,109410.0
101962,2140203,110420.0
101973,1433811,127517.0
102007,903135,13647.0
102025,61549,42699.0
102033,1980209,134374.0
102058,1325753,15257.0
102066,1977895,121606.0
102070,1525366,84204.0
102084,2027128,76589.0
102088,1462900,44865.0
102123,1245492,109414.0
102125,1300854,68721.0
102165,2055765,174321.0
102194,1935179,103731.0
102217,152183,25117.0
102278,1551630,165739.0
102338,75202,45736.0
102378,762138,72525.0
102407,1343092,64682.0
102445,1408101,54138.0
102481,2234155,116741.0
102590,462246,16150.0
102602,76391,27861.0
102666,70233,20803.0
102684,1602613,77987.0
102686,1951261,109439.0
102716,1905041,82992.0
102720,848537,116711.0
102735,78937,197467.0
102742,389448,86282.0
102747,7264,2077.0
102749,78938,197481.0
102760,1489167,42151.0
102800,2347569,121986.0
102802,1731697,104755.0
102819,1291580,119675.0
102823,262240,130824.0
102852,1091863,86843.0
102880,1815862,82700.0
102903,1670345,75656.0
102984,1857842,133463.0
102993,1727388,147773.0
103027,2094064,91739.0
103042,770828,49521.0
103048,2179116,156700.0
103075,2184339,158015.0
103085,1879032,174188.0
103107,2396566,159014.0
103137,2132285,96936.0
103141,1453405,62211.0
103171,1978524,160085.0
103210,1776196,80518.0
103219,2103217,103620.0
103221,1935065,120292.0
103228,1663662,68726.0
103233,2465238,177271.0
