movieId,imdbId,tmdbId
62836,871427,15289.0
62849,1032755,13809.0
62956,1054486,13253.0
62970,910812,114796.0
62999,479952,10527.0
63033,861689,8338.0
63062,824747,3580.0
63072,898367,20766.0
63082,1010048,12405.0
63113,830515,10764.0
63131,430922,15373.0
63179,976060,8938.0
63222,1130988,13672.0
63239,128996,42884.0
63276,1016290,14943.0
63312,772181,4627.0
63393,1055366,13655.0
63433,387736,13905.0
63436,1132626,11917.0
63479,1135985,13523.0
63515,851577,22358.0
63540,1014775,14405.0
63768,59320,88435.0
63808,1068646,8841.0
63826,1031280,13220.0
63853,455824,6972.0
63859,397892,13053.0
63876,1013753,10139.0
63992,1099212,8966.0
64010,1172571,16342.0
64030,1129442,13387.0
64032,369436,12193.0
64034,914798,14574.0
64114,1129423,14438.0
64116,465502,14248.0
64167,233044,12224.0
64197,986233,10360.0
64231,450314,13056.0
64249,897387,13394.0
64278,828154,34283.0
64285,1118511,14447.0
64497,970416,10200.0
64499,892255,8881.0
64501,374569,8880.0
64575,918927,14359.0
64614,1205489,13223.0
64620,870111,11499.0
64622,976051,8055.0
64695,1121794,13980.0
64716,814314,11321.0
64839,1125849,12163.0
64957,421715,4922.0
64969,1068680,10201.0
64983,985699,2253.0
64993,983213,38142.0
64997,449040,34812.0
65037,953318,6936.0
65088,960731,10202.0
65126,1024715,13973.0
65130,959337,4148.0
65133,212579,194113.0
65135,94754,51247.0
65188,1152758,15584.0
65193,1024255,13971.0
65216,1034303,13813.0
65225,1332128,13180.0
65230,822832,14306.0
65261,876563,12429.0
65350,27664,113916.0
65359,407384,9795.0
65514,1220719,14756.0
65577,420238,10199.0
65585,901476,10521.0
65588,447166,26235.0
65596,1259014,13635.0
65601,1179891,14435.0
65631,850253,13177.0
65642,480669,14139.0
65651,1135493,16999.0
65682,834001,12437.0
65685,494238,2309.0
65738,105251,18543.0
65740,110982,21029.0
65802,1114740,14560.0
65810,472198,14410.0
65882,815245,14254.0
65982,462465,10529.0
66090,1020530,13510.0
66097,327597,14836.0
66171,465580,13455.0
66198,963178,4959.0
66203,1001508,10184.0
66240,1079444,14849.0
66297,1054487,15060.0
66310,814685,13492.0
66320,492931,4832.0
66335,1265998,14711.0
66371,1069238,16804.0
66427,489235,1961.0
66509,1201167,20829.0
66511,1213019,30508.0
66544,208629,18884.0
66665,1176740,19255.0
66744,1023490,8832.0
66783,758746,13207.0
66785,901487,15067.0
66798,838232,15159.0
66915,102802,20421.0
