MOVID,plot
97921.0,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
97923.0,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling."
97936.0,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky."
97938.0,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
97950.0,"On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers."
97988.0,Chaos breaks out in a small Maryland town after an ecological disaster occurs.
98061.0,"After two teenagers from abusive households befriend each other, their lives take a dark adventure into existentialism, despair, and human frailty."
98083.0,"Because too much is never enough! The complete cast and crew of Jackass 3D return with an all-new UNRATED movie. Loaded with OVER AN HOUR of outrageous bonus footage, get all of the hilarious pranks, stupidity and mayhem you crave with Jackass 3.5.::Anonymous"
98122.0,"A documentary that follows the journeys of indie game developers as they create games and release those works, and themselves, to the world."
98124.0,"Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?"
98154.0,"As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves."
98160.0,"Polar-opposite brothers Randy and Kirk never saw eye-to-eye, but their rivalry is taken to a new level when Randy hijacks Kirk's son's sleepover, taking the boys on a Scout Trip to remember."
98175.0,Two female vampires in modern-day New York City are faced with daunting romantic possibilities.
98203.0,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi."
98230.0,"The night of their high school reunion, a group of friends realize they still haven't quite grown up in some ways."
98239.0,A group of teenagers look to save their town from an invasion of North Korean soldiers.
98243.0,"When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world."
98279.0,"A crime novelist, whose research on Victorian serial killers has turned him into a paranoid wreck, must confront his worst fears, when a film executive takes a sudden interest in his movie script."
98296.0,Two siblings decide to fend for themselves in the wake of a botched casino heist and their unlikely reunion during another family's Thanksgiving celebration.
98361.0,"Residents of a coastal town learn, with deathly consequences, the secret shared by the two mysterious women who have sought shelter at a local resort."
98491.0,An office worker meets the girl of his dreams and uses a fleet of paper airplanes to get her attention.
98499.0,"A young man whose sickly grandfather has taught him a secret form of Kung Fu, starts to make a living off of his unique fighting style, only to attract the attention of his grandfather's mortal enemy."
98503.0,"A young man poses as ""the Whip King"" and collects the reward for a bandit he has seen killed by a famous bounty hunter. He must now learn Kung Fu if he is to live up to this new persona and conquer the enemies he has inherited."
98585.0,The relationship between Alfred Hitchcock and his wife Alma Reville during the filming of Psycho (1960) in 1959 is explored.
98604.0,A group of Yokohama teens look to save their school's clubhouse from the wrecking ball in preparations for the 1964 Tokyo Olympics.
98607.0,"A story about the most popular racing event in the galaxy, the Redline, and the various racers who compete in it."
98623.0,"Fresh from prison, five friends try to stay crime free but inadvertently find themselves caught in a Triad war."
98633.0,"Muscles, cop from Hong Kong, is in Japan chasing a bad HK cop. His cop partner gets taken by the ninja gang. Muscles gets his 5 old no-good friends from the orphanage to help find the bad cop. Lots of comedy and kung-fu fighting follows."
98697.0,"When they realize the times are changing, five crooks decide to switch from bank robberies to personality abductions. Among their hostages are singer Johnny Hallyday and an ambassador in Latin America. They get framed by a guerrilla leader, who had been kidnapped by them before, and while being tried the French Government decides to let them flee to Africa where they get on with the same old game.::Bernard Dionne <guero@globetrotter.net>"
98799.0,"An animated, factually incorrect biography of Graham Arthur Chapman, one of the founding members of the comedy group Monty Python."
98809.0,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."
98836.0,"The story of the love affair between FDR and his distant cousin Margaret ""Daisy"" Suckley, centered around the weekend in 1939 when the King and Queen of the United Kingdom visited upstate New York."
98908.0,"When Andy hears his girlfriend Lauren sigh after sex, he panics. After getting fruitless help from friends, porn stars and tantric experts, he finally realizes that in order to give Lauren the ""O"" word, he first needs to say the ""L"" word."
98961.0,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011."
99005.0,"A fireman takes an unexpected course of action when a man whom he's been ordered to testify against, after being held up at a local convenience store, threatens him."
99007.0,"After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world."
99030.0,"Dolph Springer wakes up one morning to realize he has lost the love of his life, his dog, Paul. During his quest to get Paul (and his life) back, Dolph radically changes the lives of others -- risking his sanity all the while."
99087.0,A former sports star who's fallen on hard times starts coaching his son's football team as a way to get his life together. His attempts to become an adult are met with challenges from the attractive football moms who pursue him at every turn.
99106.0,"As inventor Andy Brewster is about to embark on the road trip of a lifetime, a quick stop at his mom's house turns into an unexpected cross-country voyage with her along for the ride."
99112.0,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.
99114.0,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi."
99117.0,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart."
99122.0,"When a motorbike gang kills an occultist, the evil spirit he was summoning inhabits a damaged bike. The bike is then bought and restored, but reveals its true nature when it tries to exact vengance on the gang, and anyone else who gets in its way.::Jim Cheetham <jim@guernsey.net>"
99130.0,"Poor Gregory. After being released from the Wishing Well Sanatorium, all he wants to do is make the children happy. So Gregory reopens the old ice cream factory, and all the unappreciative brats are reprocessed into the flavor of the day."
99145.0,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.
99149.0,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever."
99191.0,"A group of teens entertain themselves by telling an anthology of famous urban legends with a modern twist; including make-out-point, monsters, psychopaths, and ghosts."
99415.0,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.
99437.0,"A new street drug that sends its users across time and dimensions has one drawback: some people return no longer human. Can two college drop-outs save humanity from this silent, otherworldly invasion?"
99532.0,"The scene is set during the French Restoration at the beginning of the 19th century. Jean Valjean, a galley slave who was sent to prison for stealing food, is now released after serving nineteen years. At first he only encounter mistrust and closed doors; only the saintly Bishop Bienvenu treats him kindly and takes him in. The bishop's truly Christian compassion and humanity not only restores Jean Valjean's faith in the good, but also smoothes his way back to an orderly life. As Monsieur Madeleine, Valjean is soon a wealthy industrialist and popular citizen, even becoming the mayor of a small provincial town. His good fortune departs, however, when he meets Fantine, one of his workers, an unmarried mother who tragically dies of consumption. The well-intentioned Valjean frees Fantine's illegitimate daughter Cosette from the clutches of her insidious foster parents, and looks after her like a father. When Valjean reveals his true identity in order to prevent an innocent man who closely resembles him from being sold into a life of slavery as a result of a police error, he is convicted yet again. Valjean soon succeeds in escaping yet again, however, and manages to live under a false name in Paris for a few years. When Cosette, now a young lady, falls in love with the young attorney Marius Pontmercy, Valjean forbids the match - because he has fallen in love with the young girl himself... At this point, however, Marius finds out about Valjean's disreputable past and about Valjean's love for her and has no choice but to keep him away from Cosette. Valjean, thinking of his former benefactor Bishop Bienvenu, now makes the ultimate sacrifice - he decides to do without Cosette. A short while later Valjean falls seriously ill, but in the face of death he leaves a message of love to the young couple: ""There is only one thing in the world that is important - and that is to love each other.""::Anonymous"
99574.0,"A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources."
99636.0,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English."
99638.0,"Several seemingly unrelated but surprisingly intertwined tales reveal how a Japanese band that independently invented punk rock in 1975 is, 37 years later, connected to a comet that is about to destroy the world."
99721.0,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.
99728.0,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city."
99750.0,"The story of Richard Kuklinski, the notorious contract killer and family man. When finally arrested in 1986, neither his wife nor daughters had any clue about his real profession."
99764.0,"Bill struggles to put together his shattered psyche, in this new feature film version of Don Hertzfeldt's animated short film trilogy."
99813.0,The Batman has returned after a 10-year absence. The Gotham authorities want to arrest him. An old foe wants a reunion. The Feds want the Man of Tomorrow to put a stop to him.
99846.0,A history of the James Bond films.
99853.0,"The adventures of lesbian space aliens on the planet Earth, and the story of the romance between Jane, a shy greeting card store employee, and Zoinx, the woman Jane does not realize is from outer-space. Meanwhile, two government agents, or 'Men In Black, ' are closely tracking Jane and the aliens while harboring their own secrets.::Anonymous"
99910.0,"The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff."
99917.0,"A man and woman are drawn together, entangled in the life cycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives."
99992.0,"Set in 1990s Belfast, an active member of the IRA becomes an informant for MI5 in order to protect her son's welfare."
100044.0,"Like all life forms, humanity partially adapts to types of natural environment, yet also tends to change them. Each episode examines how life differs for men and nature in some type of environment, from Arctic to desert and jungle, from coasts to mountains.::KGF Vissers"
100068.0,"A veteran chef faces off against his restaurant group's new CEO, who wants to the establishment to lose a star from its rating in order to bring in a younger chef who specializes in molecular gastronomy."
100083.0,A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.
100106.0,Philosopher Slavoj Zizek examines the hidden themes and existential questions asked by world renowned films.
100159.0,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn."
100163.0,Brother-sister duo Hansel and Gretel are professional witch hunters who help innocent villagers. But they soon stumble upon a case that could hold the key to their past.
100194.0,Foul-mouthed Australian comedian Jim Jefferies puts everything out there in this raunchy EPIX comedy special -- and shows off his skill for skewering sacred cows and virtually everything else with brutal honesty.
100226.0,"When a college piano prodigy tries to check his mother into rehab, he is taken hostage by her drug dealer and swept along on a wild adventure."
100277.0,A restless retired woman teams up with her deceased neighbor's maid to seek out a man who has a secret connection to her past life as a farm owner at the foothill of Mount Tabu in Africa.
100302.0,"Adam and Eden fell in love as teens despite the fact that they live on twinned worlds with gravities that pull in opposite directions. Ten years after a forced separation, Adam sets out on a dangerous quest to reconnect with his love."
100304.0,"When 19-year-old Adam agrees to do a day's driving for his mum's gangster boyfriend Peter, it takes him on a 24-hour journey into a nightmarish world of murder, sex trafficking and revenge, in the company of aging hit man Roy."
100306.0,A troubled man gets released from prison and starts taking out his sadistic fantasies on an unsuspecting family living in a secluded house.
100326.0,A pair of aging stickup men try to get the old gang back together for one last hurrah before one of the guys takes his last assignment - to kill his comrade.
100383.0,A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects.
100390.0,Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.
100397.0,A 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.
100487.0,"Ethan Wate longs to escape his small southern town. He meets a mysterious new girl, Lena Duchannes. Together, they uncover dark secrets about their respective families, their history, and their town."
100498.0,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces."
100507.0,"The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends."
100527.0,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her."
100553.0,Focuses on life and the environment in both the Arctic and Antarctic.
100556.0,"A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers."
100579.0,"John looks to take down Luc Deveraux after a home invasion claims his wife and daughter. The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit."
100611.0,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.
100714.0,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.
100737.0,"A father goes undercover for the DEA in order to free his son, who was imprisoned after being set up in a drug deal."
100810.0,"As the Barrett family's peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them, one which may have arrived from beyond the stars."
100843.0,An aimless university dropout attempts to make sense of life as he spends one fateful day wandering the streets of Berlin.
100882.0,"Tang Sanzang, an aspiring Buddhist hero tries to protect a village from three demons. He develops complex feelings for Miss Duan, the demon hunter who repeatedly helps him, and finally quests to meet the legendary Monkey King."
100906.0,"A supernatural, maniac killer cop teams up with a Times Square serial killer."
101025.0,"The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds."
101070.0,An enterprising Saudi girl signs on for her school's Koran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.
101072.0,"Horst receives the monthly pension from his grandmother. The only problem is, that she is dead. As a local politician wants to congratulate the grandmother to her birthday Horst ""borrows"" an old lady from a hospital nearby, not recognizing that he just kidnapped actress Elfriede Ott.::themoth-83"
101074.0,"In a small town, a brewing romantic rivalry with a local tough and a school-teacher culminates in a terrifying ride in the night."
101076.0,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.
101088.0,"After India's father dies, her Uncle Charlie, whom she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him."
101112.0,A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.
101142.0,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy."
101283.0,"A veteran Vegas magician tries to revive his career after his longtime partner quits, he gets fired from his casino act, and an edgy new ""street magician"" steals his thunder."
101360.0,"When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life."
101362.0,Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.
101415.0,A shy senior and a down-to-earth junior fall in love over one weekend.
101423.0,A young woman and her mercenary for hire team run afoul of a violent mob boss and his sociopath daughter.
101525.0,"A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective."
101529.0,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go."
101531.0,A drama centered on the relationship between Phil Spector and defense attorney Linda Kenney Baden while the music business legend was on trial for the murder of Lana Clarkson.
101577.0,"When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie Stryder risks everything to protect the people she cares about."
101612.0,A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.
101739.0,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods."
101741.0,An art auctioneer becomes mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.
101765.0,"A successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the alter with a random stranger before marrying her boyfriend."
101864.0,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.
