MOVID,plot
2312.0,"A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice."
2313.0,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
2314.0,"Based on the book by Toni Morrison, in which a slave is visited by the spirit of a mysterious young woman"
2315.0,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll."
2316.0,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love."
2318.0,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection."
2320.0,A boy blackmails his neighbor after suspecting him to be a Nazi war criminal.
2321.0,"Two 1990s teenage siblings find themselves in a 1950s sitcom, where their influence begins to profoundly change that complacent world."
2322.0,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers."
2323.0,"Timothy ""Speed"" Levitch, an eccentric New York City tour bus guide Timothy, takes tourists around the island of Manhattan and shares an archive of beautifully distorted information about the city."
2324.0,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp."
2325.0,Naive young Mormon Joe Young is recruited to act in porn movies.
2327.0,A young boy tells three stories of horror to distract a witch who plans to eat him.
2328.0,"Recovering from an ambush that killed his entire team, a vengeful vampire slayer must retrieve an ancient Catholic relic that, should it be acquired by vampires, will allow them to walk in sunlight."
2329.0,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
2330.0,"Twenty-four contestants compete in an endurance/sleep deprivation contest in order to win a brand new Nissan Hardbody truck. The last person to remain standing with his or her hand on the truck wins. An absurd marketing gimmick at first glance, the contest proves to be much more...::Anonymous"
2331.0,"Judith Nelson quit her medical studies to marry. Years later, her husband, a physician, divorces her to be with another doctor. Deeply frustrated, she now lives alone in her luxury apartment in New York, looking for a new meaning for her life. Pat Francato, the janitor and lift-boy, has a troubled life himself: Gambling debts and the tragic death of his daughter took away all his spirit. One day, he and Judith meet in the right mood and a fragile friendship starts to grow. They can help each other to get on their feet again. But one false move could destroy everything they built so carefully.::Julian Reischl <julianreischl@mac.com>"
2332.0,Two young friends involved in organized crime and drug dealing find that their priorities differ.
2333.0,The last days of Frankenstein (1931) director James Whale are explored.
2334.0,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law."
2335.0,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
2336.0,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.
2337.0,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild."
2338.0,"The murderous fisherman with a hook is back to once again stalk the two surviving teens, Julie and Ray, who had left him for dead, as well as cause even more murder and mayhem, this time at a posh island resort."
2339.0,"A college student faces an impossible journey when he is left stranded in the desert, thousands of miles from home, with no money and only a few days left until Christmas."
2340.0,"Death, who takes the form of a young man, asks a media mogul to act as a guide to teach him about life on Earth, and in the process, he falls in love with his guide's daughter."
2342.0,"A group of washed-up Canadian punk rockers get back together for a road trip in memory of a dear friend who was supposedly shot, or so rumors imply. As they travel, they ignore the underlying psychological darkness within each other."
2344.0,Two escaped convicts and a female railway worker find themselves trapped on a speeding train with no brakes and nobody driving.
2346.0,"Joanna Eberhart has come to the quaint little town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents."
2347.0,Two cousins unknowingly rob the mob and face the dangerous consequences.
2348.0,"The relationship between Sid Vicious, bassist for British punk group Sex Pistols, and his girlfriend Nancy Spungen is portrayed."
2349.0,A man recently released from prison manages to get a job driving a call girl from customer to customer.
2350.0,"A racist cop receives a heart transplant from a black lawyer he hates, who returns as a ghost to ask the cop to help take down the men who murdered him."
2351.0,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
2352.0,A group of seven former college friends gather for a weekend reunion at a South Carolina vacation home after the funeral of another of their college friends.
2353.0,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.
2354.0,The babies gets lost in the forest after Tommy Pickles (Elizabeth Daily) gets a new baby brother.
2355.0,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
2356.0,The fortunes of a husband and wife differ drastically after they divorce.
2357.0,"The emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew."
2358.0,A hardened mercenary in the Foreign Legion begins to find his own humanity when confronted with atrocities during the fighting in Bosnia.
2359.0,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money."
2360.0,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
2361.0,"Notorious Baltimore criminal and underground figure Divine goes up against a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive""."
2362.0,A psychiatrist tells the stories of a transvestite (Glen or Glenda) and a pseudohermaphrodite (Alan or Anne).
2363.0,"American nuclear weapons testing results in the creation of a seemingly unstoppable, dinosaur-like beast."
2364.0,"Thirty years after the original monster's rampage, a new Godzilla emerges and attacks Japan."
2365.0,A UN reporter broadcasts a report on the appearance of a prehistoric monster that emerges from hibernation while a pharmaceutical company seeks publicity with a monster of their own. (US Version)
2366.0,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.
2367.0,A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.
2368.0,"Kong falls from the twin towers and he appears to be alive. However, his heart is failing, so it's replaced with an artificial one. All is well until he senses that there's a female Kong somewhere out there and escapes wreaking havoc."
2369.0,A bored New Jersey suburban housewife's fascination with a free-spirited woman she has read about in the personal columns leads to her being mistaken for the woman herself.
2370.0,"After the son of engineer Bill Markham is abducted by an aboriginal tribe on the edge of the rain forest, the engineer spends the next 10 years searching for him."
2371.0,"Irwin M. ""Fletch"" Fletcher is a newspaper reporter being offered a large sum to off a cancerous millionaire, but is on the run, risking his job and finding clues when it's clear the man is healthy."
2372.0,"After receiving an inheritance in Louisiana, Los Angeles reporter Irvin Fletcher heads to the Belle Isle plantation where he gets himself into hilarious trouble."
2373.0,The fearless warrior Red Sonja sets out to avenge her family's murder and rid her kingdom from the tyrannical rule of evil Queen Gedren.
2374.0,"When a Japanese car company buys an American plant, the American liaison must mediate the clash of work attitudes between the foreign management and native labor."
2375.0,A young couple struggles to repair a hopelessly dilapidated house.
2376.0,The recovery of a microchip off the body of a fellow agent leads James Bond to a mad industrialist who plans to create a worldwide microchip monopoly by destroying California's Silicon Valley.
2377.0,"A race of space vampires arrives in London and infects the populace, beginning an apocalyptic descent into chaos."
2378.0,"A group of good-hearted, but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks."
2379.0,When a new gang moves into town it's up to the screwball police team to stop them.
2380.0,The alumni of Commandant Lassard's Police Academy (1984) return to the school to train new recruits and prevent its closure.
2381.0,The misfit Police Academy (1984) graduates now are assigned to train a group of civilian volunteers to fight crime once again plaguing the streets.
2382.0,"The Police Academy's commandant will be honored at a police convention in Miami Beach. At the airport he picks a wrong bag with stolen diamonds. The ""owners"" want them back."
2383.0,Those bumbling cadets take to the streets when three inept goons successfully orchestrate a metropolitan crime wave.
