MOVID,plot
5669.0,Filmmaker Michael Moore explores the roots of America's predilection for gun violence.
5670.0,"A look at the work of two stand-up comics, Jerry Seinfeld and a lesser-known newcomer, detailing the effort and frustration behind putting together a successful act and career while living a life on the road."
5672.0,Ash must stop a hunter who forces the mythical Pokémon Celebi to help him destroy a forest.
5673.0,A frustrated Barry Egan calls a phone-sex line to curb his loneliness. Little does he know that he will land in huge trouble and will also jeopardise his relationship with Lena.
5675.0,A snooty socialite is stranded on a Mediterranean island with a communist sailor.
5678.0,An American master chemist plans to score big on a once in a lifetime drug deal. All does not go as planned and he is soon entangled in a web of deceit.
5679.0,A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.
5680.0,The life of TV star Bob Crane and his strange friendship with electronics expert John Henry Carpenter.
5682.0,"A Nazi doctor, along with the Sonderkommando, Jews who are forced to work in the crematoria of Auschwitz against their fellow Jews, find themselves in a moral grey zone."
5684.0,A visual montage portrait of our contemporary world dominated by globalized technology and violence.
5685.0,"In East Los Angeles, an 18-year-old struggles between her ambitions of going to college and the desires of her domineering mother for her to get married, have children, and oversee the small, rundown family-owned textile factory."
5688.0,"Tully can get any girl he wants and often does every night - until he meets the new girl, Ella - who reveals something within him and his family they've long buried."
5689.0,"In the year 1935, a teen named Billy Bathgate finds first love while becoming the protégé of fledgling gangster Dutch Schultz."
5690.0,A young boy and his little sister struggle to survive in Japan during World War II.
5693.0,"Anxious about his future after high school, a 19-year-old Italian-American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco."
5694.0,"Five years later, Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenge yet: succeeding as a dancer on the Broadway stage."
5696.0,Bud is a young man from the country who learns about life and love in a Houston bar.
5699.0,An ex-army scout is hired by ranchers to kill cattle rustlers but he gets into trouble with the corrupt local officials when he kills a boy.
5700.0,"Thousands of years ago, aliens visited Earth and fathered the Pumaman, a man-god with supernatural powers entrusted by a gold mask with the ability to control people's minds, which in present-day London, falls upon the wrong hands."
5704.0,"Sandy and Greg are teenagers who go camping, despite warnings not to, with their friends. They soon encounter aliens, who are using the area as a hunting ground."
5706.0,"Harry Sears manages The California Dolls, a female wrestling tag team who tour America, hoping for a chance at winning big time. Harry's also romantically involved with one of them. Their fortunes seem osecondary to him (particularly when Harry accepts an engagement involving mud wrestling!) but then a chance at the big ring match beckons, in Reno, Nevada::Jeremy Perkins {J-26}"
5707.0,"When a prosecutor leaks a false story that a liquor warehouse owner is involved in the murder of a union head, the man's life begins to unravel."
5710.0,"A man is living happily on an island with his family, growing bananas. When a local mobster with an eye on man's property tries to take it from him, he must go to the town for the first time to get some help."
5712.0,A movie sound recordist accidentally records the evidence that proves that a car accident was actually murder and consequently finds himself in danger.
5720.0,"On a small pacific island, Alan and Charlie try to find a war treasure left behind by the Japanese army in World War II."
5721.0,"In 1944, in Brooklyn, two Jewish kids become friends. One is from a very conservative family, and the other is more liberal. The issues of importance of tradition, parental expectations and the formation of Israel cause constant friction."
5723.0,A hard-nosed Chicago journalist has an unlikely love affair with an eagle researcher.
5733.0,A janitor who claims he's seen a murder becomes romantically involved with the glamorous TV reporter covering the story.
5735.0,"A collection of death scenes, ranging from TV material to homemade super 8 movies."
5736.0,Third installment in the infamous Faces of Death series. Features real footage mixed in with re-enactments and faked footage.
5741.0,Two ex-lovers wind up living next door to each other with their respective spouses. Forbidden passions ensue.
5742.0,"For the first time in history a woman is appointed to the U.S. Supreme Court, where she becomes a friendly rival to a liberal associate."
5745.0,"Three couples vacation together every season. After one divorces, feelings of betrayal and more spawn criticisms of each other. But the things that keep them together are stronger than those which otherwise might pull them apart."
5746.0,"Science fiction suspense thriller, in which a rescue space ship crew meets up with horrors projected by their own imaginations."
5747.0,Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in Turkey during World War I.
5749.0,"Two generations of men find themselves haunted by the presence of a spectral woman. When the son of one of the elderly men returns to his hometown after his brother's mysterious death, they attempt to unravel her story."
5752.0,Gregory is a normal teen who is infatuated with a classmate. He must work to win her affection.
5755.0,"At the snobby Crawford Academy, Virginia's group of friends start to go missing years after horrible events that happened to her as a child around her birthday."
5764.0,"Three of four models, who had plastic surgery done by Larry after a computed list, are dead. Neither the cops nor Larry believe they're suicides. Larry investigates and stays with the fourth model. Who's behind the lists and murders?"
5767.0,"The main character is the manager of a sport club, nicknamed ""Teddy Bear"" by his friends and acquaintances. One day he is detained at the border just as his sport team is off to a tournament - somebody has torn out a few pages from his passport. It occurs to him that perhaps his ex-wife has done so to get her hands on their joint account in a London bank. Therefore, he has to get to London as soon as possible in order to transfer the money to a different bank. The solution is a movie, made by his friend. The script requires a double role, thus the search for a character is announced. The double has to apply for the passport, and that is solved through a girlfriend who agrees to play dope's new fiancée. At the engagement party he is slipped a drug, and Teddy Bear runs off to the airport with the false passport. On the plane, however, he meets his ex-wife...::Polish Cinema Database <http://info.fuw.edu.pl/Filmy/>"
5768.0,"Jealous, harried air traffic controller Max Fiedler, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses not only to win her back, but to gain a little revenge."
5771.0,A decades-old folk tale surrounding a deranged murderer killing those who celebrate Valentine's Day turns out to be true to legend when a group defies the killer's order and people start turning up dead.
5772.0,"Two old friends meet for dinner; as one tells anecdotes detailing his experiences, the other notices their differing worldviews."
5773.0,"A quiet man's peaceful suburban lifestyle is threatened by the new, obnoxious couple that moves in next door."
5779.0,"A scuba diving instructor, her biochemist boyfriend, and her police chief ex-husband try to link a series of bizarre deaths to a mutant strain of piranha fish whose lair is a sunken freighter ship off a Caribbean island resort."
5780.0,"A suburban housewife's world falls apart when she finds that her pornographer husband is serially unfaithful to her, her daughter is pregnant, and her son is suspected of being the foot-fetishist who's been breaking local women's feet."
5782.0,"Victim of a plot which has resulted in his imprisonment in a Central African jail for two years, a French secret agent arrives in Paris to settle accounts."
5784.0,"A salvage crew discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea, and soon notices that its long-dead inhabitants may still be on board."
5785.0,Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time.
5786.0,"A young man from Harlem, forced to cope with the 1980s drug scene, builds an illegal empire, only to have a crisis of conscience."
5787.0,"A woman returns from holiday to find her husband has been murdered, and several groups of people are pressuring her to unravel the mystery of his true identity and activities during his final days."
5788.0,"In a poor working class London home Penny's love for her partner, taxi-driver Phil, has run dry, but when an unexpected tragedy occurs, they and their local community are brought together, and they rediscover their love."
5791.0,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work."
5792.0,"After breaking up with his lover and boss, a smooth-talking man takes his teenaged nephew out on the town in search of sex."
5796.0,"In an early spy spoof, aging Sir James Bond comes out of retirement to take on SMERSH."
5797.0,"A teenage girl in a country manor falls asleep while reading a magazine, and has a disturbing dream involving wolves prowling the woods below her bedroom window."
5799.0,"The State of Israel is created in 1948, resulting in war with its Arab neighbors."
5801.0,"Without hostile intent, a Soviet submarine runs aground off New England. Men are sent for a boat, but many villagers go into a tizzy, risking bloodshed."
5802.0,"A mischievous, adventuresome fourteen-year-old girl and her best friend begin following an eccentric concert pianist around New York City after she develops a crush on him."
5803.0,A professional athlete has to help a U.S. government agent recover a missing jet.
5804.0,"Scott Calvin has been a humble Santa Claus for nearly ten years, but it might come to an end if he doesn't find a Mrs. Claus."
5809.0,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her."
5810.0,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem."
5812.0,"In 1950s Connecticut, a flustered housewife faces a marital crisis and mounting racial tensions in the outside world."
5816.0,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.
5817.0,"Interrogated by a customs officer, a young man recounts how his life was changed during the making of a film about the Armenian genocide."
5818.0,"Politics and sexual passions threaten to corrupt a young, newly-ordained priest in a small Mexican town."
5820.0,"Documentary about the Funk Brothers, a group of Detroit musicians who backed up dozens of Motown artists."
5826.0,"A cavalry officer posted on the Rio Grande is confronted with murderous raiding Apaches, a son who's a risk-taking recruit and his wife from whom he has been separated for many years."
5828.0,"When a young schoolgirl is raped and murdered, the mateship between a group of surfers is tested as the truth is slowly revealed."
5829.0,Four men take time from their personal problems to reunite as a curling team and compete in a bonspiel that will restore their honour.
5833.0,A routine military exercise turns into a nightmare in the Scotland wilderness.
5836.0,"A widower, his three young children, and a bombshell nanny get to know each other better when circumstances have them living together aboard a badly neglected houseboat."
5838.0,"In nineteenth-century France, the romantic daughter of a country squire marries a dull country doctor. To escape boredom, she throws herself into love affairs with a suave local landowner and a law student, and runs up ruinous debts."
5839.0,"At the end of the nineteenth century, little Marcel lives with his parents in the Provence countryside. During his holiday, Marcel meets Lili, a local boy who knows all the secrets of the hills, and the two become fast friends."
5840.0,"Every holiday Marcel and his family go to their cottage near Marseilles. During one of these holidays he meets Isabelle, a pretty but conceited girl... Adapted from the cult classic novel from Marcel Pagnol."
5841.0,"In this sequel to The Blue Lagoon (1980), two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become suntanned teenagers in love."
5843.0,A group of troublemaking boys decide to take a stand when terrorists seize control of their boarding school.
5847.0,"A young black pianist becomes embroiled in the lives of an upper-class white family set among the racial tensions, infidelity, violence, and other nostalgic events in early 1900s New York City."
5849.0,"Gaetano, a young Neapolitan, decides to leave home, work and friends, to look for other moments of life and meet other people. He goes to Florence, to his aunt's home. In a clinic, where he goes by chance, he meets Martha and falls in love with her. After a series of funny situations (an old friend from the relentless chatter coming from Naples and the mature aunt and her elderly lover, a young American priest who wants to involve him in his visits to evangelical force, the encounter with Riccardino, a young man frustrated by an oppressive mother and the father waiting for the miracle of re-growth of an amputated hand, etc.) Gaetano decides to stay in Florence and to act as father to Martha's incoming son, even if the girl does not want to disclose the exact name of the father .::Ruben Oliveira"
5853.0,"A scientist trains a man with an advanced telepathic ability called ""scanning"", to stop a dangerous Scanner with extraordinary psychic powers from waging war against non scanners."
5856.0,"A young man's personality is shaped, involving some weird happenings around."
5863.0,"Frank is sent to his native town, Millsborough, to increase the local brewery production. He meets old school mates and his former girlfriend, Jane. They quickly fall in love again. Frank is torn between his job."
5867.0,An ace safe cracker wants to do one last big heist for the mob before going straight.
5872.0,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon."
