MOVID,plot
3040.0,Wacky hijinks of counselors and campers at a less-than-average summer camp.
3041.0,Second in the series of Meatball movies. A group of kids attempt to save a summer camp that's a financial failure.
3042.0,The ghost of a dead porn star comes to Earth to help a nerd with his sex life.
3043.0,"Ricky is the hottest water-ski instructor around and he has just be rehired by his former employer/camp to whip up attendance. But the camp is in serious financial trouble and the owner of a rival, more popular, camp wants to buy them out. Therefore they will have to engage in a mean, winner-takes-all competition that will settle the row once and for all.::Steve Richer <sricher@sympatico.ca>"
3044.0,"A woman who has lost her memory is taken in by a Los Angeles orphanage, and a private eye is enlisted to track down her identity, but he soon finds that he might have a past life connection to her that endangers their lives."
3045.0,"Six former college friends, with two new friends, gather for a New Year's Eve weekend reunion at a large English countryside manor after ten years to reminisce about the good times now long gone."
3046.0,An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance.
3048.0,"A visiting dignitary, a CIA agent, a Nazi spy, Japanese tourists, an assassin and a group of ""midget"" actors from The Wizard of Oz (1939) all check into an elite Los Angeles hotel called Under the Rainbow."
3051.0,A mother and daughter search for success in Beverly Hills.
3052.0,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.
3053.0,A young girl receives a vision that drives her to rid France of its oppressors.
3054.0,"Scientists genetically create a new Pokémon, Mewtwo, but the results are horrific and disastrous."
3055.0,"A young woman leaves Ireland to find her boyfriend in England, and while there is helped by a man hiding unsettling secrets."
3056.0,Two guys kidnap the wife of a rich man and bury her in a box with 24 hours of oxygen. Tough NYPD Detective Maddy and others get the case. Will they get to her in time?
3057.0,"After making a 3-hour fiasco about New York City's water supply, a two-man film crew decides to take it up a notch by documenting life in the private investigator offices of ""Boone and Murphy""."
3060.0,"Jimmy Rabbitte, an unemployed Dublin boy, decides to put together a soul band made up entirely of the Irish working class."
3061.0,"At an inn which is open only on holidays, a crooner and a hoofer vie for the affections of a beautiful up-and-coming performer."
3062.0,"The events of D-Day, told on a grand scale from both the Allied and German points of view."
3063.0,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.
3064.0,A sinister seductress vows to destroy a suburban family.
3066.0,"The story of the 1941 Japanese air raid on Pearl Harbor, and the series of preceding American blunders that aggravated its effectiveness."
3067.0,A television actress encounters a variety of eccentric characters after embarking on a journey to discover why her lover abruptly left her.
3068.0,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling."
3070.0,"Adventurer, brain surgeon, rock musician Buckaroo Banzai and his crime-fighting team, the Hong Kong Cavaliers, must stop evil alien invaders from the eighth dimension who are planning to conquer Earth."
3071.0,"The story of Jaime Escalante, a high school teacher who successfully inspired his dropout-prone students to learn calculus."
3072.0,"Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry."
3073.0,"A free-spirited single mother forms a connection with the wedded headmaster of an Episcopalian boarding school in Monterey, California."
3074.0,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by the Crow tribe and proves to be a match for their warriors in single combat on the early frontier.
3075.0,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.
3076.0,"A policeman falls in love with a prostitute, Irma, but doesn't want her seeing other men. So he creates an alter-ego, a wealthy Englishman who will be her only customer. Seems like a solid enough plan - what could possibly go wrong?"
3077.0,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.
3078.0,"Baltimore, Fall 1954: Schools implement the new integration law. Ben finds the ""colored"" girl in his class cute - upsetting his Jewish mom and granny. Ben talks to her while his brother looks for his WASP dream girl."
3079.0,"Fanny, born into a poor family, is sent away to live with wealthy uncle Sir Thomas, his wife and their four children, where she'll be brought up for a proper introduction to society."
3081.0,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman."
