MOVID,plot
4687,"A lazy, irresponsible young clerk (Sir Tom Courtenay) in provincial Northern England lives in his own fantasy world and makes emotionally immature decisions as he alienates friends and family."
4688,"In the 17th century, a Jesuit missionary nicknamed Black Robe by the natives and his small party of companions try reaching the Huron tribe in Canada all while facing mistrust, Iroquois warring parties and harsh winter conditions."
4689,"A newspaper reporter and a retired, blind journalist try to solve a series of killings connected to a pharmaceutical company's top-secret experimental research projects; in doing so they become targets of the killer."
4690,"Meet the jazz musicians, dancers, owner and guests (e.g. gangster Dutch Schultz) of The Cotton Club in 1928-30s Harlem."
4695,"This gripping, action-intensive and thought-provoking film focuses on the drama and desperation of drug smuggling and heroin addiction and stars Nick Nolte and Tuesday Weld. In HD."
4697,"A young man carrying a big basket that contains his extremely deformed, formerly conjoined twin brother seeks vengeance on the doctors who separated them against their will."
4699,"A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him."
4700,"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year."
4701,"Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam."
4703,"A French woman returns to her childhood home in Cameroon - formerly a colonial outpost - where she's flooded by memories, particularly of Protée, her servant."
4704,A group of men trap wild animals in Africa and sell them to zoos before the arrival of a female wildlife photographer threatens to change their ways.
4705,"The manager of a Saint-Tropez nightclub featuring drag entertainment, and his star attraction, are a gay couple. Madness ensues when his straight son brings home a fiancée and her ultra-conservative parents to meet them."
4708,"In an insane asylum, Marquis de Sade directs Jean Paul Marat's last days through a theater play. The actors are the patients."
4709,Two unlikely prospector partners share the same wife in a California gold rush mining town.
4710,A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.
4711,A documentary about the inventor of the first electronic synthesiser instrument and his subsequent life after he was abducted by the KGB as well as a history of his instrument.
4713,A psycho-physiologist experiments with drugs and a sensory-deprivation tank and has visions he believes are genetic memories.
4714,"A trucker turned prize fighter, his brother and their pet orangutan have a series of misadventures involving the mob, corrupt cops, motorcycle gangs and pretty dames."
4715,An archeologist discovers his daughter is possessed by the spirit of an Egyptian queen. To save mankind he must destroy her.
4717,A young Asian-American martial artist is forced to participate in a brutal formal street-fighting competition.
4718,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun."
4719,"A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank."
4720,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
4721,5 Southern friends return home when the war ends 1865. But Yankee soldiers and Pinkerton are busy helping a railroad baron grab land from farmers along the planned railroad west. The 5 friends fight back.
4722,"""All Over The Guy"" is a contemporary romantic comedy about the quest to find the ""one"" when ""the one"" doesn't know he's the ""one."" It explores the unlikely pairing of two 20-somethings thrown together by their respective best friends in hopes of igniting their own romance. They do everything they can to NOT fall in love, but finally they overcome the dysfunction of their parents and surrender to their hearts.::Anonymous"
4723,A woman spirals out of control while trying to keep her son from being found culpable in a murder investigation.
4725,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.
4727,"When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander."
4728,"A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money."
4732,Bubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across USA to Niagara Falls to stop the wedding.
4733,An insurance investigator and an efficency expert who hate each other are both hypnotized by a crooked hypnotist with a jade scorpion into stealing jewels.
4734,"The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie."
4735,"In 2176, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find that the post has become a charnel house."
4736,A rich girl whose family summers on Cape Cod has a romance with a local poor boy who hopes to become a major league baseball player.
4738,"New Yorker Ruby Weaver believes she has found the man of her dreams in Sam Deed, who is her best catch in some time--except that he assures her that he came from the future."
4740,A comedy about a couple (Hugh Laurie and Joely Richardson) who are trying to conceive a child.
4741,"In 1975, the dynamics of a Swedish commune begin to change upon the arrival of a beaten wife and her two kids."
4743,"A Mexican-American master chef and father to three daughters has lost his taste for food, but not for life."
4744,A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.
4745,"An update of Shakespeare's 'Othello' with a young cast, set in an upper class prep school, & centered around basketball player Odin."
4748,"Each year, three brothers visit their grandfather for the summer. He is highly skilled in ninjutsu, and for years he has trained the boys in his techniques."
4749,Young martial artists face their grandfather's foes when they accompany him to Japan to deliver a priceless dagger.
4750,"Rocky, Colt and Tum Tum are back in an all new adventure everyone will fall for."
4754,A puritan Police Sergeant arrives in a Scottish island village in search of a missing girl whom the locals claim never existed.
4756,"Alexander Dumas' novel is updated with an eastern influence as D'Artagnan attempts to join the king's elite guards, the Royal Musketeers, and find the man who killed his parents."
4757,Lead singer of a tribute band becomes lead singer of the real band he idolizes.
4759,"An arrogant career woman plays a series of heartless mind-games with her boyfriend to ""put him in line,"" only to discover that he has a few tricks up his own sleeve."
4765,"A 15-year-old Long Island boy loses everything and everyone he knows, soon becoming involved in a relationship with a much older man."
4766,"The tempestuous love story between Fernando, an older man who has recently returned to his crime-ridden drug capitol hometown of Medellin, Colombia and the gun-happy 16-year-old assassin Alexis, who murders all too easily. When Alexis himself is fatally gunned down, grief-stricken Fernando hunts for his young lover's killer in the Medellin slums, but instead encounters Wilmar, who bears an uncanny resemblance to Alexis.::Sujit R. Varma"
4769,"The secret smuggling of 9,300 Jewish children out of Nazi Germany in the late 1930s."
4770,An orphaned teenager is taken in by a Malibu couple but discovers they aren't the caring friends they seemed to be.
4771,"An aimless young man who is scalping tickets, gambling, and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend."
4772,"At a popular NYC Italian restaurant on a dramatic, busy evening, there are 2 gangsters, cop detective, food-critic, ex bookmaker owner, his chef son, indebted gambler sous-chef etc."
4773,"Josh has an offer to ""go perm"" at his employer and the first task is to mail 17 high priority letters....something that seems a little difficult to do."
4774,"The lives of several Miami denizens, from ad agents to gunrunners to street thugs to law enforcement to school-children, intersect with humorous and dangerous results."
4775,"A young singer dates a disc jockey who helps her get into the music business, but their relationship become complicated as she ascends to super stardom."
4776,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.
4777,"Samuel Curtis, an interplanetary trader, sets forth through a rustic and remote solar system, unaware that his old friend Professor Hess is trying to kill him."
4780,A family falls into poverty during the Depression.
4782,The interlocking lives and loves of six New Yorkers.
4783,"A retelling of Sir Ernest Shackleton 's ill-fated expedition to Antarctica in 1914-1916, featuring new footage of the actual locations and interviews with surviving relatives of key expedition members, plus archived audio interviews with expedition members, and a generous helping of the footage and still photos shot on the expedition.::Jon Reeves <jreeves@imdb.com>"
4784,Anna and Mike portray two characters in a film set in 19th century England who fall in love despite the fact that Mike's character is engaged.
4785,"A mute gunfighter defends a young widow and a group of outlaws against a gang of bounty killers in the winter of 1898, and a grim, tense struggle unfolds."
4786,"A physicist, his wife and two mediums are hired to investigate the Belasco House, where 27 guests had inexplicably died in 1927, along with most of a team of paranormal investigators that was sent in the early 1950s."
4787,"A single mother raises a child prodigy on her own, struggling to give him every opportunity he needs to express his gift."
4788,"This is a life story of three girlfriends from youth to autumn ages. Their dreams and wishes, love, disillusions. Different careers. And big late love.::<alik@ipsun.ras.ru>"
4789,"A disfigured composer sells his soul for the woman he loves so that she will perform his music. However, an evil record tycoon betrays him and steals his music to open his rock palace, The Paradise."
4792,"A family inherits what proves to be a haunted house, but a special pair of goggles allows them to see their ghostly tormentors."
4794,A young opera singer is stalked by a deranged fan bent on killing the people associated with her to claim her for himself.
4795,"During World War II, a man persuaded to live on an isolated island and spot aircraft finds himself responsible for a teacher and several students, all female."
4796,"Victor and Hilary have guided tours in their English mansion. A US oil tycoon ""bumps"" into Hilary during a tour and charms his way into her heart. Meanwhile, Hattie pursues Victor."
4798,An actress who has given up on love meets a suave banker and begins a flirtation with him...even though he's already married.
4799,"A group of motorists witnesses a car crash in the California desert, and after the driver's dying words indicate the location of a hidden stash of loot, they turn against each in a race across the state to get to it."
4800,White hunter Allan Quartermain and his enigmatic guide help a young Irish woman locate her missing father in unexplored Darkest Africa.
4801,"The ruthless, moneyed Hubbard clan lives in, and poisons, their part of the deep South at the turn of the twentieth century."
4802,"During World War II, a commander finds himself stuck with a decrepit (and pink) submarine, a con man executive officer, and a group of army nurses."
4803,The life of a disc jockey is turned upside down after a romantic encounter with an obsessed fan.
4804,A New York gangster and his girlfriend attempt to turn street beggar Apple Annie into a society lady when the peddler learns her daughter is marrying royalty.
4808,The boyfriend of an abducted woman never gives up the search as the abductor looks on.
4809,"A worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant."
4810,"A disturbed,institutionalized 16-year-old girl struggles between fantasy and reality."
4811,"Jimmy loathes his job and parents. He seeks solace with his mod clique, scooter riding and drugs, only to be disappointed."
4812,The young attendees of a space camp find themselves in space for real when their shuttle is accidentally launched into orbit.
4813,"As a new star and planet hurtle toward a doomed Earth, a small group of survivalists frantically work to complete the rocket which will take them to their new home."
4814,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..."
4815,Widowed Liz Garfield and her son Bobby change when mysterious stranger Ted Brautigan enters their lives.
4816,"At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia."
