MOVID,plot
3834.0,"An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest."
3835.0,"A journalist becomes the unwanted center of attention for a 14-year-old girl, who proceeds to sabotage his life after he refuses her sexual advances."
3836.0,A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.
3837.0,"Mike, now released from a psychiatric hospital, meets with Reggie, and discover his dreams ( the events of the original film) are real, and they both journey to find and stop the evil Tall Man from his grim work."
3838.0,"Mike and Reggie continue to hunt the mysterious Tall Man, discovering along the way that the invasion has already begun."
3839.0,Mike travels through time and dimensions to find the Tall Man's origins.
3840.0,"After a tragic accident, a man conjures up a towering, vengeful demon called Pumpkinhead to destroy a group of unsuspecting teenagers."
3841.0,A young pilot finds himself recruited unwittingly into a covert and corrupt C.I.A. airlift organization operating in Vietnam War-era Laos.
3843.0,"Angela Baker, a shy, traumatized young girl, is sent to summer camp with her cousin. Shortly after her arrival, anyone with sinister or less than honorable intentions toward her gets their comeuppance."
3844.0,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship, and welcome her into the fold."
3845.0,"In sunny St. Tropez, a young sexpot loves one brother but marries the other."
3846.0,"To inherit his mother-in-law's colossal fortune, a hard-living gambling addict must change his unhealthy ways before they get the best of him."
3847.0,"Ilsa is an evil Nazi warden at a death camp that conducts ""medical experiments."" Ilsa's goal is to prove women can withstand more pain and suffering than men, and therefore should be allowed to fight on the front lines."
3849.0,"In 1916, a shadowy serial killer is targeting women with ""afflictions""; one night during a thunderstorm, the mute Helen feels menaced."
3851.0,"November, 1999, Margaret Cho is home in San Francisco at the Warfield Theater. Cho structures her monologue loosely on her professional life's trajectory: doing stand-up, cast in an ABC-TV sitcom, losing 30 pounds in two weeks for the part, the show's cancellation, a descent into booze, pills, and self-loathing, and a resurrection into her own voice, her own shape, and being the one she wants. Along the way we visit Karl Langerfeld in jail, a lesbian cruise ship, a TV Guide photo shoot, a hospital, bars, and her family's Polk Street bookshop. Takes on being a fag hag, speeding up felatio, casual daily racism, and her mother's phone messages highlight a scabrous, brilliant performance.::<jhailey@hotmail.com>"
3852.0,"Underachieving, overweight kindergarten teacher Dex finds a woman who forces him to reexamine his Zen-like system of seduction."
3855.0,"A woman puts an ad in a magazine looking for a man to fulfill her fantasy of a stringless, anonymous pornographic affair."
3857.0,"Cody, a little girl abandoned by her mother and raised by her aunt, a nurse, is kidnapped. The girl's guardian, aided by an F.B.I. agent, learn that Cody has supernatural abilities, and the abductees are a Satanic cult willing to do anything to gain them."
3858.0,An insane independent film director and his renegade group of teenage filmmakers kidnap an A-list Hollywood actress and force her to star in their underground film.
3859.0,"Twelve years after the dramatic collapse of the Christian empire of Jim and Tammy Faye Bakker, this documentary tells for the first time what really happened when they lost control of the first and most successful TV ministry of its kind."
3861.0,"During a pro football strike, the owners hire substitute players."
3862.0,"A waitress falls for a handsome customer who seduces her, her two sisters, her brother, and her brother's girlfriend."
