MOVID,plot
27912.0,"Documentary on reported Conservative bias of the Rupert Murdoch-owned Fox News Channel (FNC), which promotes itself as ""Fair and Balanced"". Material includes interviews with former FNC employees and the inter-office memos they provided."
30707.0,A determined woman works with a hardened boxing trainer to become a professional.
30745.0,"A yakuza enforcer is ordered to secretly drive his beloved colleague to be assassinated. But when the colleague unceremoniously disappears en route, the trip that follows is a twisted, surreal and horrifying experience."
30749.0,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
30793.0,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker."
30803.0,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
30810.0,"With a plan to exact revenge on a mythical shark that killed his partner, Oceanographer Steve Zissou (Bill Murray) rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son."
30812.0,A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.
30816.0,A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.
30818.0,"A swooning study of ""Mack the Knife"" singer Bobby Darin and specifically his relationship with wife Sandra Dee."
30820.0,A child molester returns to his hometown after 12 years in prison and attempts to start a new life.
30822.0,A middle-aged ad exec is faced with a new boss who's nearly half his age... and who also happens to be sleeping with his daughter.
30825.0,All hell breaks loose when the Byrnes family meets the Focker family for the first time.
30846.0,"Based on real life events, Assassination is set in 1974 and centers on a businessman who decides to take extreme measures to achieve his American dream."
30848.0,A headstrong young woman returns to New Orleans after the death of her estranged mother.
30850.0,"In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead."
30883.0,"Fat Albert and the Cosby Kids come to life and step out of their animated, inner-city Philadelphia world."
30890.0,"Meeting his handicapped son for the first time, a young father attempts to forge a relationship with the teenager."
30892.0,"A documentary on Henry Darger, visionary artist, janitor, and novelist."
30894.0,An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.
30898.0,"When her husband unexpectedly disappears, a sharp-witted suburban wife and her daughters juggle their mom's romantic dilemmas and family dynamics."
30994.0,A gruff bookie's life is turned upside-down when he gets a 6-year-old kid as collateral for a bet.
31000.0,"After selling the rights of his book to a movie production company, a writer finds himself fighting the many egos and varying views around him."
31030.0,A young writer recalls her ups and downs of growing up as one of four children to Norwegian immigrant parents in 1910s San Francisco.
31038.0,A free-spirited 15-year-old girl flirts with a dangerous stranger in the Northern California suburbs and must prepare herself for the frightening and traumatic consequences.
31049.0,Sunny is married to Ernie and their marriage is on the rocks. One evening drunken Ernie and Dave have a fight which results in Ernie getting knocked out in the fridge where he dies during the night.
31083.0,A sleazy but affable guard dog trainer is blackmailed to steal a manuscript for a tell-all book from one of his clients.
31086.0,"During the violent chaos of post-War Japanese black market, a young gangster called Shozo Hirono has to keep up with the rapid shifts of power between unscrupulous bosses."
31101.0,"The life and career of Andre Stander, a South African police officer turned bank robber."
