MOVID,plot
62836.0,"It's the tenth anniversary of the Interstellar Alliance, and President Sheridan is on his way to Babylon 5 for the celebration. However, he must first deal with a threat from the future, while Lochley handles a case of demonic possession."
62849.0,"When a Russian mobster orchestrates a crooked land deal, millions of dollars are up for grabs, drawing in the entire London underworld into a feeding frenzy at a time when the old criminal regime is losing turf to a wealthy foreign mob."
62956.0,The Planet Express crew get trapped in a fantasy world.
62970.0,"A re-imagining of L. Frank Baum's classic ""The Wizard of Oz""."
62999.0,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride."
63033.0,A city is ravaged by an epidemic of instant white blindness.
63062.0,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.
63072.0,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea."
63082.0,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?""."
63113.0,James Bond descends into mystery as he tries to stop a mysterious organisation from eliminating a country's most valuable resource.
63131.0,Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.
63179.0,A cinematic triptych of three Tokyo-set stories.
63222.0,Jean-Claude Van Damme gets involved in a bank robbery with hostages situation and reflects about his life during it.
63239.0,"Although mistreated by her cruel stepmother and stepsisters, Cinderella is able to attend the royal ball through the help of a fairy godmother."
63276.0,"A transfer student attempts to take over the most violent high school in the country, whose students form factions and battle each other for power."
63312.0,A boy learns the black arts from an evil sorcerer.
63393.0,"At a music camp for gifted teens, a popular teen idol overhears a girl singing and sets out to find who the talented voice belongs to. What he doesn't know is that the girl is actually a camp kitchen worker with a fear of being heard."
63433.0,"When a full-scale war is engaged by the evil Scarran Empire, the Peacekeeper Alliance has but one hope: reassemble human astronaut John Crichton, once sucked into the Peacekeeper galaxy through a wormhole. Crichton's task: Get the entire Peacekeeper race to safety before the last war of an era brings and end to the universe.::Anonymous"
63436.0,"Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests."
63479.0,A high school senior drives cross-country with his best friends to hook up with a babe he met online.
63515.0,"Somewhere in Northern Russia in a small Russian Orthodox monastery lives an unusual man whose bizarre conduct confuses his fellow monks, while others who visit the island believe that the man has the power to heal, exorcise demons and foretell the future."
63540.0,"While on vacation in Mexico, Chloe, a ritzy Beverly Hills chihuahua, finds herself lost and in need of assistance in order to get back home."
63768.0,"After his own gang sets him up to kill a rival mobster, a hit man is forced to flee with his younger brother."
63808.0,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.
63826.0,"Trapped in an isolated gas station by a voracious Splinter parasite that transforms its still-living victims into deadly hosts, a young couple and an escaped convict must find a way to work together to survive this primal terror."
63853.0,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand."
63859.0,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.
63876.0,The story of Harvey Milk and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.
63992.0,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire."
64010.0,A relaxing Christmas vacation turns into a terrifying fight for survival as the children begin to turn on their parents.
64030.0,"Frank Martin is forced to deliver Valentina, the kidnapped daughter of a Ukrainian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery."
64032.0,A couple struggles to visit all four of their divorced parents on Christmas.
64034.0,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences."
64114.0,"In an attempt to save his marriage, a firefighter uses a 40-day experiment known as ""The Love Dare."""
64116.0,"Animated fable about a cliché hunchbacked evil scientist's assistant who aspires to become a scientist himself, much to the displeasure of the rest of the evil science community."
64167.0,"After a plane crash, two opposing half-brothers find themselves on an amazing lost island where enlightened pacifist humans and intelligent talking dinosaurs have created a utopian medieval society. But imminent disaster approaches."
64197.0,Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.
64231.0,"Frank Castle, known as the Punisher, ruthlessly demolishes organized crime, but it starts an even bigger war."
64249.0,This half-hour animated TV special features the Shrek characters putting their own spin on holiday traditions.
64278.0,Slavoj Zizek examines famous films in a philosophical and a psychoanalytic context.
64285.0,"Wallace and his dog, Gromit, open a bakery and get tied up with a murder mystery. But when Wallace falls in love, Gromit is left to solve the case."
64497.0,A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.
64499.0,"In 1956, Ernesto 'Che' Guevara and a band of Castro-led Cuban exiles mobilize an army to topple the regime of dictator Fulgencio Batista."
64501.0,"In 1967, Ernesto 'Che' Guevara leads a small partisan army to fight an ill-fated revolutionary guerrilla war in Bolivia, South America."
64575.0,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.
64614.0,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino."
64620.0,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
64622.0,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial."
64695.0,"A swordsman from a strange land is caught in a struggle between morality, righteousness, and devotion as he reluctantly agrees to take a raggedy boy and his dog to a remote, Buddhist temple."
64716.0,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
64839.0,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
