MOVID,plot
81512.0,"A drama centered on three people - a blue-collar American, a French journalist and a London school boy - who are touched by death in different ways."
81520.0,Boyka is back. This time he is fighting in the first ever inter-prison tournament with one knee.
81535.0,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror."
81537.0,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.
81562.0,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive."
81564.0,"Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world."
81591.0,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake""."
81681.0,Bob Ford murders his best friend Jesse James in order to obtain a pardon that will free him to marry his girlfriend but is plagued by guilt and self-disgust.
81782.0,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe."
81784.0,An upstart television producer accepts the challenge of reviving a struggling morning show program with warring co-hosts.
81786.0,"In Tuscany to promote his latest book, a middle-aged British writer meets a French woman who leads him to the village of Lucignano. While there, a chance question reveals something deeper."
81788.0,A married couple's life is turned upside down when the wife is accused of a murder.
81791.0,"After withdrawing to the Chateau Marmont, a passionless Hollywood actor reexamines his life when his eleven-year-old daughter surprises him with a visit."
81819.0,A man dying of cancer tries his best to leave the world on his own terms.
81831.0,A misanthropic professor returns to his hometown to assist his dying mother.
81834.0,"As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows."
81845.0,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer."
81847.0,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
81910.0,Documentary that follows the struggle for control of Dr. Albert C. Barnes' 25 billion dollar collection of modern and post-impressionist art.
81932.0,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness."
81949.0,Seven close friends reunite for the wedding of two of their friends. Problems arise because the bride and the maid of honor have had a long rivalry over the groom.
82041.0,"When Brent turns down his classmate Lola's invitation to the prom, she concocts a wildly violent plan for revenge."
82053.0,A hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.
82088.0,A young man suffering from Tourette's syndrome absconds from an institution with two other inhabitants to travel to Italy to fulfill his mother's last wish.
82093.0,An ex-con with a reputation tries to go straight by working as a handy man for a reclusive actress but this is unfortunately not the wish of London's underground crime lord.
82095.0,"Strange lights descend on the city of Los Angeles, drawing people outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth."
82152.0,"A modern-day take on the ""Beauty and the Beast"" tale where a New York teen is transformed into a hideous monster in order to find true love."
82167.0,"In 1990s Pittsburgh, a medicine peddler starts a relationship with a young woman suffering from Parkinson's disease."
82169.0,"Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world."
82202.0,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path."
82242.0,"In the depths of the Korvatunturi mountains, 486 meters deep, lies the closest ever guarded secret of Christmas. The time has come to dig it up. This Christmas everyone will believe in Santa Claus."
82366.0,"Marybeth escapes the clutches of the bayou-butcher Victor Crowley and returns to the swamp with an army of hunters and gunmen, determined to end Crowley's reign of horror once and for all."
82378.0,"Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed."
82459.0,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
82461.0,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.
82499.0,"After being cut from the U.S.A. softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau."
82527.0,"The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky."
82534.0,"The story centers on a year in the life of three men trying to survive a round of corporate downsizing at a major company - and how that affects them, their families, and their communities."
82641.0,"A noble swordsman, whose arm had been chopped off, returns to his former teacher to defend him from a villainous gang of rival swordsmen."
82667.0,A secret agent exacts revenge on a serial killer through a series of captures and releases.
82684.0,"Follows the lives of a small group of sociopathic elderly people in Nashville, Tennessee."
82744.0,An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.
82765.0,An old soldier kidnaps a young General of an enemy state and takes him on a long journey to collect the reward.
82767.0,Life for a happy couple is turned upside down after their young son dies in an accident.
82848.0,"A newly wedded couple attempts to build a house with a prefabricated kit, unaware that a rival sabotaged the kit's component numbering."
82852.0,"Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law, the male nurse Greg Focker, have what it takes?"
82854.0,"Travel writer Lemuel Gulliver takes an assignment in Bermuda but ends up on the island of Lilliput, where he towers over its tiny citizens."
82857.0,"In the summer of 2003, a group of shepherds took a herd of sheep one final time through the Beartooth Mountains of Montana, in the extreme north-west of the United States. It was a journey of almost three hundred kilometres through expansive green valleys, by fields of snow, and across hazardous, narrow ridges - a journey brimming with challenges. The aging shepherds do their very best to keep the hundreds of sheep together; the panoramic high mountains are teeming with hungry wolves and grizzly bears.::International Documentary Film Festival Amsterdam"
83086.0,A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.
83132.0,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered."
83134.0,Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.
83177.0,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo and Ranger Smith."
83270.0,"A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination."
83349.0,"Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team."
83369.0,Siberian gulag escapees travel four thousand miles by foot to freedom in India.
83374.0,A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.
83480.0,"Fourteenth century knights transport a suspected witch to a monastery, where monks deduce her powers could be the source of the Black Plague."
83601.0,"As a young girl Ana was a rebellious child. She was also tormented by images of death and a shadowy, ominous figure in black. Now an adult, she is once again tormented by shadowy, other-worldly forms."
83613.0,"A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way."
83796.0,"With no legal means left to him, a high school teacher devises a daring plan to rescue his wrongfully imprisoned wife from jail."
83803.0,"Day encounters Night, a stranger of distinctly darker moods. But their suspicions soon turn to curiosity, and they are delighted to find the joys of their budding friendship."
83827.0,"After a vicious attack leaves him brain-damaged and broke, Mark Hogancamp seeks recovery in ""Marwencol"", a 1/6th scale World War II-era town he creates in his backyard."
83910.0,A man discovers that his best friend's wife is having an affair.
83969.0,An American girl on vacation in Argentina falls for a wealthy racehorse owner.
83976.0,"Steve Coogan has been asked by The Observer to tour the country's finest restaurants, but after his girlfriend backs out on him he must take his best friend and source of eternal aggravation, Rob Brydon."
84152.0,"With the help of a mysterious pill that enables the user to access 100% of his brain's abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with many dangers."
84156.0,"A documentary depicting the life and work of the trappers of Bakhtia, a village in the heart of the Siberian Taiga, where daily life has changed little in over a century."
84187.0,"Under constant attack by Angels, NERV introduces two new pilots: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Parallel to the incursion, Gendo Ikari and SEELE proceed the secret project that involves both Rei and Shinji.::Anime News Network"
84189.0,"A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead."
84240.0,"As a director and his crew shoot a controversial film about Christopher Columbus in Cochabamba, Bolivia, local people rise up against plans to privatize the water supply."
84246.0,Two homeless men move into a mansion while its owners are wintering in the South.
84273.0,A feature length documentary work which presents a case for a needed transition out of the current socioeconomic monetary paradigm which governs the entire world society.
84374.0,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more."
84392.0,A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.
84414.0,"After being poisoned by sun radiation, a dying Superman decides to fulfill his lifelong dreams while Lex Luthor has his own agenda."
84512.0,"Two gold diggers prey on old rich men, but one of them falls in love with a young, rich man."
84523.0,Two ronin - an ex-samurai and an ex-farmer - get caught up in a local official's complex game of murder and betrayal.
84553.0,Pekka and Pätkä start a detective agency. Two businessmen give them a mission they think is impossible.
84601.0,"When a man awakens from a coma only to discover that someone has taken on his identity, he teams up with a young woman to prove who he is."
84615.0,"Tim Lippe has no idea what he's in for when he's sent to Cedar Rapids, Iowa to represent his company at an annual insurance convention, where he soon finds himself under the ""guidance"" of three convention veterans."
84637.0,"Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?"
84696.0,"A black comedy about two nineteenth century grave robbers, who find a lucrative business providing cadavers for an Edinburgh medical school."
84716.0,A failed suicide attempt leads a heartbroken man to live a life in the wilderness.
84772.0,Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.
84799.0,"English country squire Sir Hugo Cunningham searches for immortality by literally 'bottling up' the Spirit of the Dead, or Asphyx."
84844.0,"Arriving in Moscow, Danila discovers Konstantin dead and he sets out to avenge his death; a journey that leads him to Chicago and a whole new experience."
84847.0,"Emma Woodhouse seems to be perfectly content, to have a loving father for whom she cares, friends, and a home. But Emma has a terrible habit: matchmaking. She cannot resist finding suitors for her friends, most of all Harriet Smith. Emma is desperate for Harriet to find happiness, but every suitor she finds for her friend ends up attracted to Emma. But is Emma so focused on Harriet's happiness that she is not considering her own happiness in love?::Mel from the Untied Kingdom"
84942.0,A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter.
84944.0,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff."
84950.0,"Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush."
84952.0,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.
84954.0,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.
