MOVID,plot
8340.0,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world."
8341.0,"In Charles Dickens' classic tale, an orphan wends his way from cruel apprenticeship to den of thieves in search of a true home."
8360.0,"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be."
8361.0,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age."
8362.0,"After her sister and brother-in-law die in a car accident, a young woman becomes the guardian of their three children."
8363.0,"Things get raucously funny aboard the maiden flight of a black-owned airline, thanks to some last-minute passenger additions."
8364.0,Mario Van Peebles' half-documentary/half-homage to his father Melvin Van Peebles' movie Sweet Sweetback's Baadasssss Song (1971).
8366.0,"When a girl attending a Christian high school becomes pregnant, all of her former friends turn on her and she is ostracized and demonized."
8368.0,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard."
8369.0,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.
8370.0,"The blind masseur/swordsman comes to a town in control of warring gangs, and while bunking with a farming family, he meets two women with their own agenda."
8371.0,"The wanted criminal Richard Bruno Riddick (Vin Diesel) arrives on a planet called Helion Prime and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe."
8372.0,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine."
8373.0,The secret to a Stepford wife lies behind the doors of the Men's Association.
8375.0,"Previously unreleased material outlines the campaign against Bill Clinton's presidency, from his days in Arkansas up to his impeachment trial."
8376.0,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home."
8378.0,"When a self-centered doctor is diagnosed with cancer, he becomes better able to empathize with his patients and appreciate a life outside his career."
8379.0,Personal assistant Norman struggles to get deteriorating veteran actor Sir through a difficult performance of King Lear.
8380.0,Adventures of a deadbeat dad who kidnaps his kids from the bus. Based on the true life stories and experiences of Michael J. Hardy.
8382.0,A suburban housewife chokes to death and is brought back to life by a spell cast by her wacky sister.
8383.0,"A brokenhearted English artist travels to Hope, USA, hoping to get on with his life. He starts by drawing faces there. He befriends the cute Mandy. But then his scheming ex shows up and wants him back."
8385.0,"A series of misunderstandings leaves an advertising executive with a campaign for a product which has not yet been invented, while he romances his rival in the guise of its inventor."
8387.0,The Russian government hires the veterans of the Police Academy (1984) to help deal with the Mafia.
8391.0,The lives of some California surfers from the early 1960s to the 1970s.
8402.0,"A friend delivers John Twiller greetings from a long gone high school girlfriend. This makes him open his school's yearbook - his ""Book of Love"" - and remember the old times, way back in 1956, when he was in his last year of high school and his family just moved to the town. He hung out with geeky Paul Kayne and tried to get the attention of Lily, who unfortunately was together with bully Angelo.::Tom Zoerner <Tom.Zoerner@informatik.uni-erlangen.de>"
8405.0,"While vacationing on a remote Scandanavian island with his younger pregnant wife, an artist has an emotional breakdown while confronting his repressed desires."
8410.0,"In the city of Suddenly, three gangsters trap the Benson family in their own house, on the top of a hill nearby the railroad station, with the intention of killing the president of the USA."
8424.0,"When a woman discovers that her husband has been unfaithful to her, she decides to respond to his infidelities in kind."
8425.0,"Modelling themselves after an idyllic cookie-cutter suburban 1950s family, a colony of insects move from South America into the United States with the intent of getting access to the nation's nuclear resources."
8426.0,"A collection of short stories, made by different animators with ""robot"" as the working title."
8427.0,"In a story told in narrative flashbacks, a young TV consultant is hired by the President of a bankrupt USA to organize a telethon in order to prevent the country from being repossessed by wealthy Native Americans."
8446.0,"Haunted by personal demons, Marine Sgt. John Stryker is hated and feared by his men, who see him as a cold-hearted sadist. But when their boots hit the beaches, they begin to understand the reason for Stryker's rigid form of discipline."
8447.0,Aliens come to Earth seeking scientists to help them in their war.
8450.0,"In 18th-century Italy, an orphan's debt to the man who raised him threatens to separate him forever from the woman he loves."
8451.0,"A new English teacher at a violent, unruly inner-city school is determined to do his job, despite resistance from both students and faculty."
8454.0,"The unborn child of Mamlakat (Khamatova) is telling her story. She is 17, beautiful and vivacious, and dreaming secretly of becoming an actress. She lives with her father and brother (Bleibtreu) in a small village in Central Asia. One night she is seduced by an actor from a traveling troupe, who poses as a friend of Tom Cruise, and makes her pregnant. She tries to abort, but her father and brother become determined to find the seducer, setting in motion a cascade of comic adventures.::Steve Shelokhonov"
